Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr17	79684383	79685495	chr17:79684383-79685495	-0.27298495	4.188056
chr17	79728240	79729487	chr17:79728240-79729487	1.3722324	5.8690376
chr17	79789589	79790622	chr17:79789589-79790622	4.1349187	4.408777
chr17	79796774	79797910	chr17:79796774-79797910	7.1795745	6.038041
chr17	79809960	79810783	chr17:79809960-79810783	7.6493707	4.2889204
chr17	79825601	79826847	chr17:79825601-79826847	4.8641253	7.1537423
chr17	79831815	79833042	chr17:79831815-79833042	8.174642	4.064262
chr17	79833762	79834227	chr17:79833762-79834227	7.551329	4.114464
chr17	79835890	79836811	chr17:79835890-79836811	7.3866944	4.8320336
chr17	79839325	79840131	chr17:79839325-79840131	8.411996	3.863982
chr17	79844894	79846194	chr17:79844894-79846194	4.8300667	5.2629066
chr17	79970587	79971165	chr17:79970587-79971165	1.8834974	4.3096876
chr17	79974754	79975368	chr17:79974754-79975368	2.8222148	4.3177633
chr17	79991036	79992333	chr17:79991036-79992333	2.6838763	3.9912808
chr17	79993539	79994185	chr17:79993539-79994185	2.8027327	6.22189
chr17	80035479	80037281	chr17:80035479-80037281	4.85927	4.381794
chr17	8006176	8006625	chr17:8006176-8006625	0.12283845	4.8954825
chr17	80101065	80102326	chr17:80101065-80102326	7.545191	4.023711
chr17	80111698	80113515	chr17:80111698-80113515	-0.01443464	3.6530075
chr17	80146522	80147987	chr17:80146522-80147987	8.030964	4.5232544
chr17	8015871	8017203	chr17:8015871-8017203	2.3146338	4.080198
chr17	80254582	80255318	chr17:80254582-80255318	4.11159	8.508
chr17	80259945	80260536	chr17:80259945-80260536	7.984475	3.7605813
chr17	80260853	80261552	chr17:80260853-80261552	7.8011327	3.8055694
chr17	80284648	80285624	chr17:80284648-80285624	2.787217	4.8098087
chr17	80414546	80415893	chr17:80414546-80415893	8.87083	5.483406
chr17	80426601	80427607	chr17:80426601-80427607	3.1165614	4.150286
chr17	80454354	80455460	chr17:80454354-80455460	8.947296	4.229951
chr17	80457104	80457653	chr17:80457104-80457653	3.310541	9.099627
chr17	80478031	80478617	chr17:80478031-80478617	3.8748271	3.8111863
chr17	80480669	80482054	chr17:80480669-80482054	0.5066116	4.765439
chr17	80498233	80498823	chr17:80498233-80498823	0.36701226	4.530888
chr17	80501197	80501951	chr17:80501197-80501951	2.3367531	6.8172765
chr17	80544673	80545874	chr17:80544673-80545874	8.429453	5.6633673
chr17	80649869	80650781	chr17:80649869-80650781	2.6609912	4.8504467
chr17	80709340	80709817	chr17:80709340-80709817	0.24261972	3.3640034
chr17	807387	808012	chr17:807387-808012	-1.7183704	3.3864126
chr17	80755555	80756186	chr17:80755555-80756186	3.3747714	8.421588
chr17	80791845	80792710	chr17:80791845-80792710	3.562065	7.875531
chr17	80832171	80833688	chr17:80832171-80833688	4.4183364	6.549795
chr17	80856379	80857144	chr17:80856379-80857144	3.9864366	8.249711
chr17	80891385	80892671	chr17:80891385-80892671	4.5809526	7.414576
chr17	80991595	80992630	chr17:80991595-80992630	7.546851	3.9883945
chr17	81002212	81003068	chr17:81002212-81003068	3.043365	6.7651696
chr17	81003747	81004745	chr17:81003747-81004745	5.769337	4.8336344
chr17	81017875	81018786	chr17:81017875-81018786	4.861517	7.3148937
chr17	81034453	81035929	chr17:81034453-81035929	6.903594	5.770941
chr17	81040177	81041359	chr17:81040177-81041359	3.2974353	4.6328607
chr17	81079108	81079571	chr17:81079108-81079571	-0.21431515	3.0519128
chr17	81080216	81081355	chr17:81080216-81081355	0.6341401	3.650504
chr17	81090605	81091464	chr17:81090605-81091464	1.8168252	5.174093
chr17	81094741	81095590	chr17:81094741-81095590	4.8058825	7.393136
chr17	81097150	81098273	chr17:81097150-81098273	5.6685677	6.079124
chr17	81101616	81102125	chr17:81101616-81102125	4.7222505	4.7387605
chr17	81108353	81108703	chr17:81108353-81108703	0.11792294	3.0613174
chr17	81119424	81120784	chr17:81119424-81120784	6.612289	4.389302
chr17	81125923	81126427	chr17:81125923-81126427	0.28866202	4.267852
chr17	81133006	81134750	chr17:81133006-81134750	0.8065555	4.6339626
chr17	81142422	81143369	chr17:81142422-81143369	3.5294368	4.5442595
chr17	81153409	81153673	chr17:81153409-81153673	3.9481745	7.9586434
chr17	81160469	81161401	chr17:81160469-81161401	0.28487518	4.290751
chr17	8119767	8122069	chr17:8119767-8122069	6.0673146	6.7332535
chr17	81238623	81239754	chr17:81238623-81239754	7.2618203	6.2200265
chr17	81244281	81247371	chr17:81244281-81247371	1.0768937	2.6301
chr17	8125448	8126088	chr17:8125448-8126088	6.071835	6.7357645
chr17	81284993	81286107	chr17:81284993-81286107	6.0040746	6.2803216
chr17	81294454	81295789	chr17:81294454-81295789	9.024134	4.6904707
chr17	81308916	81309972	chr17:81308916-81309972	6.033515	5.057358
chr17	81322639	81323451	chr17:81322639-81323451	2.2268126	5.9207335
chr17	81345148	81346901	chr17:81345148-81346901	8.337367	3.9254775
chr17	81349730	81350453	chr17:81349730-81350453	4.834499	8.2406025
chr17	81364509	81366206	chr17:81364509-81366206	4.498328	5.677339
chr17	81372039	81372874	chr17:81372039-81372874	2.942341	4.2675858
chr17	81379121	81379877	chr17:81379121-81379877	0.8052423	4.5571465
chr17	81386486	81387934	chr17:81386486-81387934	7.640754	4.0459313
chr17	81393066	81394395	chr17:81393066-81394395	7.5274434	5.0207405
chr17	81399196	81400950	chr17:81399196-81400950	6.815505	4.006529
chr17	81401632	81402175	chr17:81401632-81402175	5.607545	5.7778544
chr17	81412600	81413288	chr17:81412600-81413288	5.3794775	6.371478
chr17	81418932	81419714	chr17:81418932-81419714	3.0832856	5.684192
chr17	81460169	81461517	chr17:81460169-81461517	1.285772	3.9496415
chr17	81471305	81472579	chr17:81471305-81472579	9.61771	4.9053283
chr17	81480467	81481945	chr17:81480467-81481945	6.897034	4.2762055
chr17	81484114	81484954	chr17:81484114-81484954	7.3578153	3.89127
chr17	81487556	81488682	chr17:81487556-81488682	8.017643	3.9540637
chr17	81493414	81494099	chr17:81493414-81494099	2.3686552	6.131093
chr17	81498830	81500208	chr17:81498830-81500208	-0.27455187	3.5873296
chr17	81512132	81514168	chr17:81512132-81514168	8.721836	3.8508747
chr17	81518679	81520052	chr17:81518679-81520052	6.450914	4.39379
chr17	81533043	81534638	chr17:81533043-81534638	1.1243515	2.6429143
chr17	81536004	81538001	chr17:81536004-81538001	1.3059945	2.7201543
chr17	8153764	8154616	chr17:8153764-8154616	5.068731	7.2922683
chr17	81551424	81553965	chr17:81551424-81553965	7.9255967	4.740159
chr17	8156273	8157158	chr17:8156273-8157158	7.8277197	5.5236206
chr17	8162241	8164885	chr17:8162241-8164885	6.8188004	5.213421
chr17	81636180	81637414	chr17:81636180-81637414	9.275499	5.565937
chr17	81665632	81667626	chr17:81665632-81667626	8.974278	5.541489
chr17	81683181	81684533	chr17:81683181-81684533	8.444106	5.031717
chr17	81693000	81694409	chr17:81693000-81694409	0.6829471	2.71391
chr17	81701391	81703951	chr17:81701391-81703951	8.456108	4.367868
chr17	81711236	81714294	chr17:81711236-81714294	7.9617877	4.1755743
chr17	8172659	8173920	chr17:8172659-8173920	7.7829432	7.680224
chr17	81733585	81734325	chr17:81733585-81734325	3.1873286	4.2890997
chr17	81735366	81736305	chr17:81735366-81736305	3.954274	5.4880486
chr17	81740331	81742203	chr17:81740331-81742203	2.7935731	5.8525963
chr17	81821419	81822759	chr17:81821419-81822759	4.892619	7.227108
chr17	81832571	81834160	chr17:81832571-81834160	8.390882	4.0900016
chr17	81842719	81843466	chr17:81842719-81843466	1.4823658	2.7485394
chr17	81860035	81861599	chr17:81860035-81861599	8.786916	4.7044935
chr17	8186106	8188147	chr17:8186106-8188147	5.9200635	6.881431
chr17	81866436	81872308	chr17:81866436-81872308	8.45821	4.1302466
chr17	81891264	81892413	chr17:81891264-81892413	8.429983	4.371317
chr17	81910419	81912040	chr17:81910419-81912040	6.8048487	4.625954
chr17	81917378	81918968	chr17:81917378-81918968	6.8721113	4.688898
chr17	8192234	8192635	chr17:8192234-8192635	3.9611158	6.755155
chr17	81922578	81924185	chr17:81922578-81924185	6.6843696	5.339371
chr17	81926551	81927186	chr17:81926551-81927186	8.116332	4.5233607
chr17	81927524	81928855	chr17:81927524-81928855	7.9200325	4.2386737
chr17	81936362	81937835	chr17:81936362-81937835	8.305622	4.0593944
chr17	81959038	81961922	chr17:81959038-81961922	6.450071	3.9908786
chr17	81966849	81968371	chr17:81966849-81968371	5.0938926	5.210209
chr17	81976404	81978392	chr17:81976404-81978392	8.719687	4.106775
chr17	8199983	8200861	chr17:8199983-8200861	6.5405416	5.541022
chr17	82021896	82023948	chr17:82021896-82023948	7.712139	5.01758
chr17	82030335	82032575	chr17:82030335-82032575	7.1677284	4.070357
chr17	82036851	82038065	chr17:82036851-82038065	8.201205	3.909544
chr17	82051029	82052588	chr17:82051029-82052588	6.7615523	4.488198
chr17	82064861	82066238	chr17:82064861-82066238	9.497228	5.374853
chr17	82085294	82086586	chr17:82085294-82086586	1.1299043	2.5444045
chr17	82097031	82099571	chr17:82097031-82099571	8.524735	3.8372838
chr17	8209954	8211035	chr17:8209954-8211035	8.188151	5.3448186
chr17	82121374	82122340	chr17:82121374-82122340	2.4842985	6.415155
chr17	82170202	82171000	chr17:82170202-82171000	2.996465	7.0244713
chr17	82199842	82201788	chr17:82199842-82201788	4.099977	7.4755716
chr17	8220776	8223826	chr17:8220776-8223826	6.0732636	6.778382
chr17	82212219	82213762	chr17:82212219-82213762	9.1594925	4.556757
chr17	82215103	82215479	chr17:82215103-82215479	4.4339876	7.456287
chr17	82217397	82218123	chr17:82217397-82218123	4.7483873	7.752439
chr17	82230531	82232278	chr17:82230531-82232278	7.553617	4.1959443
chr17	82238496	82239262	chr17:82238496-82239262	6.7629275	5.1590743
chr17	82267101	82268339	chr17:82267101-82268339	4.4896555	7.071917
chr17	82272606	82274133	chr17:82272606-82274133	8.102565	4.620962
chr17	82292286	82293864	chr17:82292286-82293864	7.991559	4.47839
chr17	82321401	82324345	chr17:82321401-82324345	2.8019762	5.6303735
chr17	82336390	82336976	chr17:82336390-82336976	3.9096847	7.0794497
chr17	82338851	82339765	chr17:82338851-82339765	4.353471	7.873441
chr17	82344527	82345858	chr17:82344527-82345858	4.2921925	9.163113
chr17	82358691	82359352	chr17:82358691-82359352	3.337076	7.7722564
chr17	82367779	82368518	chr17:82367779-82368518	3.8751814	7.1053505
chr17	82384356	82385284	chr17:82384356-82385284	0.80085087	3.180696
chr17	82414608	82415173	chr17:82414608-82415173	4.037109	1.8683302
chr17	82417986	82419028	chr17:82417986-82419028	8.831819	3.2648468
chr17	82439438	82440443	chr17:82439438-82440443	0.9064016	2.6038947
chr17	82450140	82451191	chr17:82450140-82451191	8.837132	5.187293
chr17	82458065	82459250	chr17:82458065-82459250	8.541656	4.0743904
chr17	82461756	82462369	chr17:82461756-82462369	3.8934655	9.912009
chr17	8247334	8249627	chr17:8247334-8249627	8.523636	5.699135
chr17	82494167	82495166	chr17:82494167-82495166	5.914754	6.858244
chr17	82496953	82497767	chr17:82496953-82497767	9.559466	4.7677703
chr17	82519007	82519826	chr17:82519007-82519826	8.637702	4.0073495
chr17	82531118	82531723	chr17:82531118-82531723	0.60309684	7.156391
chr17	82599549	82600326	chr17:82599549-82600326	0.638177	2.7544272
chr17	82647537	82649162	chr17:82647537-82649162	8.6765175	3.4301252
chr17	8268604	8269059	chr17:8268604-8269059	-0.37580594	2.8024487
chr17	82709552	82710892	chr17:82709552-82710892	0.5722234	4.6189756
chr17	82716044	82717489	chr17:82716044-82717489	7.5422964	5.1499786
chr17	82738013	82738859	chr17:82738013-82738859	4.4806767	8.79607
chr17	82751228	82752934	chr17:82751228-82752934	7.7732396	3.8819578
chr17	82754770	82755069	chr17:82754770-82755069	2.2204325	7.391995
chr17	82822995	82823395	chr17:82822995-82823395	2.108327	3.817664
chr17	82885818	82886318	chr17:82885818-82886318	4.5621343	8.597825
chr17	82909699	82910165	chr17:82909699-82910165	0.32559204	3.3331854
chr17	82913661	82914082	chr17:82913661-82914082	2.398932	3.6971292
chr17	82917613	82918090	chr17:82917613-82918090	2.2012324	4.1914096
chr17	8295142	8296054	chr17:8295142-8296054	8.25822	4.705668
chr17	8304228	8304752	chr17:8304228-8304752	1.0053658	5.993177
chr17	83051368	83052443	chr17:83051368-83052443	7.9777646	4.0536804
chr17	83072901	83074124	chr17:83072901-83074124	5.394485	5.9960346
chr17	83078927	83081445	chr17:83078927-83081445	5.6379933	3.912868
chr17	83097232	83099163	chr17:83097232-83099163	0.88761103	2.903018
chr17	83103071	83105549	chr17:83103071-83105549	1.0827504	4.897941
chr17	83154428	83154776	chr17:83154428-83154776	-0.4138661	4.724378
chr17	83180871	83181417	chr17:83180871-83181417	0.076598056	4.7261734
chr17	83192788	83193617	chr17:83192788-83193617	-2.899104	3.0676026
chr17	8326276	8327292	chr17:8326276-8327292	4.2685027	5.10889
chr17	8346464	8347592	chr17:8346464-8347592	-2.0379796	4.624488
chr17	8376092	8377286	chr17:8376092-8377286	6.215004	5.4187455
chr17	8382804	8384306	chr17:8382804-8384306	8.673746	4.626025
chr17	8392784	8393452	chr17:8392784-8393452	-0.8502706	3.048327
chr17	8420028	8420911	chr17:8420028-8420911	2.8767457	9.640564
chr17	8435457	8436848	chr17:8435457-8436848	8.154516	4.689659
chr17	8629014	8629751	chr17:8629014-8629751	6.378984	5.562767
chr17	8630547	8631719	chr17:8630547-8631719	7.154383	6.120808
chr17	8717445	8717893	chr17:8717445-8717893	-1.6221254	4.9357333
chr17	8745502	8746638	chr17:8745502-8746638	4.6217246	4.850285
chr17	879643	879898	chr17:879643-879898	2.464789	4.510706
chr17	8885311	8886023	chr17:8885311-8886023	-2.8867269	3.055521
chr17	8888377	8889061	chr17:8888377-8889061	2.1151671	4.253806
chr17	9115559	9116045	chr17:9115559-9116045	-1.1339722	3.6822526
chr17	9162511	9163027	chr17:9162511-9163027	1.25554	4.202562
chr17	9239746	9241193	chr17:9239746-9241193	4.4461994	4.048389
chr17	9575331	9577333	chr17:9575331-9577333	5.0740156	5.107046
chr17	9644575	9646147	chr17:9644575-9646147	4.8315973	4.0662627
chr17	996364	997552	chr17:996364-997552	8.599697	5.0963893
chr18	10032167	10033342	chr18:10032167-10033342	-0.15152918	3.9997942
chr18	10081196	10081979	chr18:10081196-10081979	0.9625911	7.71089
chr18	10134131	10134662	chr18:10134131-10134662	-0.6576839	4.4969974
chr18	10414039	10414636	chr18:10414039-10414636	-0.111558355	4.2447805
chr18	10453734	10454256	chr18:10453734-10454256	-1.046654	3.8407934
chr18	1050129	1050940	chr18:1050129-1050940	2.1983814	8.047574
chr18	10525693	10527130	chr18:10525693-10527130	7.9126987	5.774611
chr18	10564751	10565153	chr18:10564751-10565153	0.997441	6.679883
chr18	10577886	10579372	chr18:10577886-10579372	1.7175857	6.615751
chr18	10628809	10629582	chr18:10628809-10629582	1.0118656	7.6505556
chr18	109260	112551	chr18:109260-112551	1.9057077	6.5373535
chr18	1098056	1099265	chr18:1098056-1099265	-1.9159155	4.3798895
chr18	11110631	11111200	chr18:11110631-11111200	-1.7289361	3.6064882
chr18	11149259	11149968	chr18:11149259-11149968	-1.8827019	3.1796381
chr18	1116115	1116729	chr18:1116115-1116729	-1.4119905	4.8516064
chr18	11322945	11323690	chr18:11322945-11323690	-0.568566	4.8320746
chr18	11716541	11717257	chr18:11716541-11717257	-2.3272746	3.809926
chr18	11760800	11761988	chr18:11760800-11761988	0.07073154	5.0526233
chr18	11806648	11808163	chr18:11806648-11808163	1.8168442	7.57652
chr18	11850990	11852249	chr18:11850990-11852249	8.714502	5.7879677
chr18	11859794	11860348	chr18:11859794-11860348	1.8713572	7.258371
chr18	11866448	11867141	chr18:11866448-11867141	0.11802927	5.154424
chr18	11880339	11881279	chr18:11880339-11881279	1.7305751	8.378651
chr18	11908104	11909119	chr18:11908104-11909119	8.586596	4.1611843
chr18	11946904	11948065	chr18:11946904-11948065	4.851245	8.070642
chr18	11951362	11952129	chr18:11951362-11952129	3.2937443	9.419028
chr18	11953193	11953545	chr18:11953193-11953545	2.493098	8.365171
chr18	11980409	11982071	chr18:11980409-11982071	7.8894	3.8742304
chr18	12048302	12048759	chr18:12048302-12048759	0.22474973	4.1643825
chr18	12059491	12060583	chr18:12059491-12060583	-0.32692447	4.452348
chr18	12066932	12068967	chr18:12066932-12068967	0.07274324	3.898793
chr18	12092470	12093925	chr18:12092470-12093925	1.5074412	4.144167
chr18	12145016	12146500	chr18:12145016-12146500	-0.6807381	4.827921
chr18	12208239	12209084	chr18:12208239-12209084	-2.254191	5.47799
chr18	12283276	12284093	chr18:12283276-12284093	2.8521845	5.6011896
chr18	12287590	12288523	chr18:12287590-12288523	4.014507	5.1110992
chr18	12307847	12309117	chr18:12307847-12309117	8.094522	3.7779293
chr18	12359500	12359899	chr18:12359500-12359899	2.9304485	9.433674
chr18	12375945	12378036	chr18:12375945-12378036	8.369576	4.4452124
chr18	12403868	12404254	chr18:12403868-12404254	2.5109136	8.522057
chr18	12407419	12408636	chr18:12407419-12408636	7.4856577	4.213965
chr18	12491571	12492324	chr18:12491571-12492324	3.4157176	9.38337
chr18	12631607	12632468	chr18:12631607-12632468	1.4906534	8.501415
chr18	12701869	12703436	chr18:12701869-12703436	8.172463	5.0357485
chr18	12883333	12884585	chr18:12883333-12884585	8.364824	4.158883
chr18	12903621	12904746	chr18:12903621-12904746	1.7442276	7.115801
chr18	12947031	12948720	chr18:12947031-12948720	8.83071	4.3304706
chr18	12990712	12991846	chr18:12990712-12991846	8.445991	4.933145
chr18	13035396	13036733	chr18:13035396-13036733	-0.7125945	5.681951
chr18	13134268	13134951	chr18:13134268-13134951	-2.1369743	4.148953
chr18	13159521	13160491	chr18:13159521-13160491	1.8749691	4.5594783
chr18	13725855	13727306	chr18:13725855-13727306	9.176588	5.2785826
chr18	13796524	13796846	chr18:13796524-13796846	0.002323459	4.03176
chr18	13800699	13801422	chr18:13800699-13801422	2.343148	3.9219723
chr18	13837275	13837718	chr18:13837275-13837718	0.6407482	4.5816555
chr18	1406885	1407535	chr18:1406885-1407535	4.15025	6.8245435
chr18	14131992	14132964	chr18:14131992-14132964	6.7050605	6.1410294
chr18	14146360	14147244	chr18:14146360-14147244	-2.4940042	3.3330908
chr18	14178751	14179176	chr18:14178751-14179176	-1.8433342	3.1956213
chr18	1464329	1464928	chr18:1464329-1464928	3.1360443	8.4968405
chr18	1475772	1476200	chr18:1475772-1476200	0.32953563	6.336498
chr18	1508895	1509345	chr18:1508895-1509345	4.1645637	6.863434
chr18	1521425	1522439	chr18:1521425-1522439	-2.5589597	5.813332
chr18	1559615	1560796	chr18:1559615-1560796	-0.29643565	5.4224286
chr18	158069	159424	chr18:158069-159424	8.57344	4.601778
chr18	2001877	2003246	chr18:2001877-2003246	0.90993094	8.542904
chr18	2035261	2035645	chr18:2035261-2035645	-0.14228624	6.270995
chr18	21110902	21112528	chr18:21110902-21112528	6.958643	5.0690417
chr18	21131076	21132920	chr18:21131076-21132920	-1.262433	5.295539
chr18	21488889	21490300	chr18:21488889-21490300	1.7770227	4.6112123
chr18	21593919	21594293	chr18:21593919-21594293	0.09289229	6.7746525
chr18	21600021	21601390	chr18:21600021-21601390	8.870999	4.595824
chr18	21611887	21612948	chr18:21611887-21612948	9.211553	5.2072945
chr18	2164727	2165253	chr18:2164727-2165253	0.5696198	6.9457755
chr18	21686367	21687205	chr18:21686367-21687205	2.3891408	9.052789
chr18	21699224	21699956	chr18:21699224-21699956	3.248222	8.718677
