Experiment Accession	Peak Accession	Biosample	Target	Lab	RFA
ENCSR591DTH	NA	Homo sapiens GM23338 originated from GM23248	EZH2phosphoT487	"Bradley Bernstein, Broad"	ENCODE3
ENCSR906UPC	ENCFF740VFC	Homo sapiens sigmoid colon tissue male adult (37 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR143CEO	ENCFF230DZT	Homo sapiens K562	ZC3H8	"Michael Snyder, Stanford"	ENCODE3
ENCSR336DXE	ENCFF067KCK	Homo sapiens K562	SKIL	"Michael Snyder, Stanford"	ENCODE3
ENCSR670FDA	ENCFF778UHP	Homo sapiens K562	NFATC3	"Michael Snyder, Stanford"	ENCODE3
ENCSR491EBY	ENCFF913WRW	Homo sapiens K562	ARID2	"Michael Snyder, Stanford"	ENCODE3
ENCSR131FFJ	ENCFF940MZW	Homo sapiens GM23248	EZH2	"Bradley Bernstein, Broad"	ENCODE3
ENCSR803EKW	ENCFF872RQG	Homo sapiens K562	NCOA2	"Michael Snyder, Stanford"	ENCODE3
ENCSR594BNR	ENCFF854WAP	Homo sapiens K562	HNRNPL	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR822PJT	ENCFF302VBR	Homo sapiens tibial nerve tissue female adult (51 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR916JAC	ENCFF251SCN	Homo sapiens gastroesophageal sphincter tissue male adult (37 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR970UZD	ENCFF786YIA	Homo sapiens upper lobe of left lung tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR415MOW	ENCFF064ASM	Homo sapiens right lobe of liver tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR893WSB	ENCFF150FJT	Homo sapiens K562	HDAC2	"Michael Snyder, Stanford"	ENCODE3
ENCSR091CSG	ENCFF493EPF	Homo sapiens gastroesophageal sphincter tissue male adult (54 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR491PTJ	ENCFF227SQC	Homo sapiens suprapubic skin tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR670JDQ	ENCFF479SOJ	Homo sapiens K562	RB1	"Michael Snyder, Stanford"	ENCODE3
ENCSR964BKO	ENCFF061UVF	Homo sapiens upper lobe of left lung tissue male adult (54 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR196HOM	ENCFF489EMW	Homo sapiens epithelial cell of prostate male	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR922GUA	ENCFF574UKD	Homo sapiens esophagus muscularis mucosa tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR888OWU	ENCFF389ZBU	Homo sapiens upper lobe of left lung tissue female adult (51 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR714JRB	ENCFF299KJR	Homo sapiens stomach tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR265PFQ	ENCFF383VPO	Homo sapiens body of pancreas tissue male adult (54 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR893MYW	ENCFF506HXM	Homo sapiens upper lobe of left lung tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR175FLL	ENCFF426FCU	Homo sapiens coronary artery tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR860UHK	ENCFF876CUT	Homo sapiens GM12878	CBFB	"Richard Myers, HAIB"	ENCODE3
ENCSR584ATA	ENCFF654KPP	Homo sapiens OCI-LY3	EZH2phosphoT487	"Bradley Bernstein, Broad"	ENCODE3
ENCSR177VFS	ENCFF884QQW	Homo sapiens GM12878	MEF2B	"Michael Snyder, Stanford"	ENCODE3
ENCSR494TNM	ENCFF387GJA	Homo sapiens testis tissue male adult (37 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR534VHI	ENCFF885QNY	Homo sapiens GM23338 originated from GM23248	ETS1	"Richard Myers, HAIB"	ENCODE3
ENCSR549NPZ	ENCFF670JSE	Homo sapiens GM12878	CBX3	"Bradley Bernstein, Broad"	ENCODE3
ENCSR856JJB	ENCFF168WCU	Homo sapiens RWPE2	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR768VNZ	ENCFF266MUN	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZSCAN30	ZSCAN30	"Michael Snyder, Stanford"	ENCODE3
ENCSR027FSZ	ENCFF354FKN	Homo sapiens upper lobe of left lung tissue male adult (37 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR400WEK	ENCFF267PHM	Homo sapiens breast epithelium tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR487LUQ	ENCFF605ULY	Homo sapiens HepG2	PHF8	"Bradley Bernstein, Broad"	ENCODE3
ENCSR514VYD	ENCFF118UKC	Homo sapiens GM12878	NR2F1	"Michael Snyder, Stanford"	ENCODE3
ENCSR729GXE	ENCFF376CIT	Homo sapiens spleen tissue male adult (37 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR079WHK	ENCFF344LTH	Homo sapiens K562	MCM5	"Michael Snyder, Stanford"	ENCODE3
ENCSR542FLV	ENCFF845VSZ	Homo sapiens GM12878	ZBTB33	"Michael Snyder, Stanford"	ENCODE3
ENCSR189VXS	ENCFF837ZJJ	Homo sapiens K562	GTF2F1	"Michael Snyder, Stanford"	ENCODE3
ENCSR175BVD	ENCFF698HVQ	Homo sapiens lower leg skin tissue male adult (37 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR466VYP	ENCFF715VBR	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF266	ZNF266	"Michael Snyder, Stanford"	ENCODE3
ENCSR923WJS	ENCFF957TMT	Homo sapiens sigmoid colon tissue male adult (54 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR066GBX	ENCFF779BFW	Homo sapiens right atrium auricular region tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR699BEK	ENCFF508XDM	Homo sapiens tibial artery tissue male adult (37 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR072LQF	ENCFF170VVR	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF76	ZNF76	"Michael Snyder, Stanford"	ENCODE3
ENCSR788XNX	ENCFF160KCP	Homo sapiens MCF-7	RFX1	"Michael Snyder, Stanford"	ENCODE3
ENCSR563LLO	ENCFF053HPQ	Homo sapiens K562	E2F1	"Michael Snyder, Stanford"	ENCODE3
ENCSR230PTV	ENCFF209DVO	Homo sapiens K562	ZBTB2	"Michael Snyder, Stanford"	ENCODE3
ENCSR243LNQ	ENCFF692TRI	Homo sapiens HepG2	PRPF4	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR843ZUP	ENCFF029ZNV	Homo sapiens neural cell originated from H1	EP300	"Michael Snyder, Stanford"	ENCODE3
ENCSR033VAZ	ENCFF986BYT	Homo sapiens K562	TARDBP	"Michael Snyder, Stanford"	ENCODE3
ENCSR625ORP	ENCFF657CNH	Homo sapiens HepG2	SYNCRIP	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR199WXF	ENCFF519PDZ	Homo sapiens GM12878	EED	"Richard Myers, HAIB"	ENCODE3
ENCSR707IUN	ENCFF664AZO	Homo sapiens HeLa-S3	NFE2L2	"Michael Snyder, Stanford"	ENCODE3
ENCSR868JLS	ENCFF057MJF	Homo sapiens HepG2	U2AF1	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR435OQD	ENCFF861DOL	Homo sapiens MCF-7	ZFX	"Michael Snyder, Stanford"	ENCODE3
ENCSR742TMU	ENCFF110GDP	Homo sapiens K562	ZNF282	"Michael Snyder, Stanford"	ENCODE3
ENCSR810WXH	ENCFF999KCC	Homo sapiens MCF-7	TOE1	"Michael Snyder, Stanford"	ENCODE3
ENCSR828NCB	ENCFF963DVH	Homo sapiens GM12878	GATAD2B	"Michael Snyder, Stanford"	ENCODE3
ENCSR391KQC	ENCFF975UOJ	Homo sapiens MCF-7	MTA3	"Michael Snyder, Stanford"	ENCODE3
ENCSR739IHN	ENCFF170IZO	Homo sapiens GM12878	TBX21	"Michael Snyder, Stanford"	ENCODE3
ENCSR431TLD	ENCFF889QAN	Homo sapiens MCF-7	SMARCE1	"Michael Snyder, Stanford"	ENCODE3
ENCSR004GKA	ENCFF242AOL	Homo sapiens K562	ZEB2	"Michael Snyder, Stanford"	ENCODE3
ENCSR197DJH	ENCFF571VYR	Homo sapiens MCF-7	SREBF1	"Michael Snyder, Stanford"	ENCODE3
ENCSR347NOB	ENCFF639KLW	Homo sapiens GM12878	CEBPZ	"Michael Snyder, Stanford"	ENCODE3
ENCSR825MZS	ENCFF889SKN	Homo sapiens HepG2	TAF15	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR696HTM	ENCFF608MSL	Homo sapiens vagina tissue female adult (51 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR156UQO	ENCFF872EBX	Homo sapiens esophagus squamous epithelium tissue male adult (37 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR914NEI	ENCFF280AIK	Homo sapiens K562	MTA3	"Michael Snyder, Stanford"	ENCODE3
ENCSR718SDE	ENCFF752VQB	Homo sapiens K562	RLF	"Michael Snyder, Stanford"	ENCODE3
ENCSR429CLV	ENCFF760MKH	Homo sapiens HCT116	EZH2phosphoT487	"Bradley Bernstein, Broad"	ENCODE3
ENCSR508DQA	ENCFF768QMM	Homo sapiens K562	FOXK2	"Michael Snyder, Stanford"	ENCODE3
ENCSR732PJX	ENCFF862GDZ	Homo sapiens GM12878	NKRF	"Michael Snyder, Stanford"	ENCODE3
ENCSR547LKC	ENCFF388KGW	Homo sapiens K562	GATAD2B	"Michael Snyder, Stanford"	ENCODE3
ENCSR266XFE	ENCFF471ZTS	Homo sapiens spleen tissue male adult (54 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR781EQJ	ENCFF327LPN	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB48	ZBTB48	"Michael Snyder, Stanford"	ENCODE3
ENCSR222MYK	ENCFF217MBF	Homo sapiens K562	SRSF7	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR154EIH	ENCFF955QCD	Homo sapiens K562	TRIP13	"Michael Snyder, Stanford"	ENCODE3
ENCSR363XBR	ENCFF800KKQ	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF488	ZNF488	"Michael Snyder, Stanford"	ENCODE3
ENCSR917MAH	ENCFF990APR	Homo sapiens GM23338 originated from GM23248	JUNB	"Richard Myers, HAIB"	ENCODE3
ENCSR819WZE	ENCFF566PBY	Homo sapiens HepG2	CBX1	"Richard Myers, HAIB"	ENCODE3
ENCSR289VTP	ENCFF683YQZ	Homo sapiens spleen tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR017QBI	ENCFF326MMO	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF600	ZNF600	"Michael Snyder, Stanford"	ENCODE3
ENCSR538RDA	ENCFF173MMC	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF560	ZNF560	"Michael Snyder, Stanford"	ENCODE3
ENCSR094WHO	ENCFF942VEL	Homo sapiens HEK293T	FOXA1	"Michael Snyder, Stanford"	ENCODE3
ENCSR547TGL	ENCFF651OPK	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF701	ZNF701	"Michael Snyder, Stanford"	ENCODE3
ENCSR353DFU	ENCFF144ERC	Homo sapiens esophagus muscularis mucosa tissue female adult (51 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR908CMW	ENCFF346UGW	Homo sapiens K562	KDM1A	"Michael Snyder, Stanford"	ENCODE3
ENCSR935XOT	ENCFF175PDD	Homo sapiens tibial nerve tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR401ORC	ENCFF216PEY	Homo sapiens vagina tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR888HXN	ENCFF616GPO	Homo sapiens lower leg skin tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR277VIC	ENCFF338JHW	Homo sapiens HepG2	HDAC6	"Bradley Bernstein, Broad"	ENCODE3
ENCSR786OQY	ENCFF460GXA	Homo sapiens K562	ZBTB5	"Michael Snyder, Stanford"	ENCODE3
ENCSR686EYO	ENCFF525XXS	Homo sapiens K562	KHSRP	"Michael Snyder, Stanford"	ENCODE3
ENCSR432GAO	ENCFF627GBZ	Homo sapiens thyroid gland tissue female adult (51 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR497IAS	ENCFF591RCB	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF747	ZNF747	"Michael Snyder, Stanford"	ENCODE3
ENCSR465XQW	ENCFF197CVM	Homo sapiens MCF-7	ZNF217	"Michael Snyder, Stanford"	ENCODE3
ENCSR706YUH	ENCFF550FDV	Homo sapiens GM12878	SMARCA5	"Michael Snyder, Stanford"	ENCODE3
ENCSR509FWH	ENCFF003ZLG	Homo sapiens GM12878	DPF2	"Michael Snyder, Stanford"	ENCODE3
ENCSR315JJE	ENCFF656VUG	Homo sapiens HepG2	HNRNPL	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR634ZGP	ENCFF886FNG	Homo sapiens HeLa-S3	UBTF	"Michael Snyder, Stanford"	ENCODE3
ENCSR492LTS	ENCFF725JXZ	Homo sapiens K562	BCLAF1	"Michael Snyder, Stanford"	ENCODE3
ENCSR369NGL	ENCFF464QMU	Homo sapiens GM23338 originated from GM23248	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR014YCR	ENCFF277FJJ	Homo sapiens GM12878	ATF7	"Michael Snyder, Stanford"	ENCODE3
ENCSR006WUS	ENCFF796KBR	Homo sapiens MCF-7	NEUROD1	"Michael Snyder, Stanford"	ENCODE3
ENCSR411UYA	ENCFF080IBW	Homo sapiens K562	MTA2	"Michael Snyder, Stanford"	ENCODE3
ENCSR395HWC	ENCFF711ILQ	Homo sapiens K562	IKZF1	"Michael Snyder, Stanford"	ENCODE3
ENCSR302AWT	ENCFF702AQS	Homo sapiens K562	FOXK2	"Michael Snyder, Stanford"	ENCODE3
ENCSR546IHU	ENCFF266FUJ	Homo sapiens K562	ZNF184	"Michael Snyder, Stanford"	ENCODE3
ENCSR807BGP	ENCFF058ZHN	Homo sapiens K562	MTA1	"Michael Snyder, Stanford"	ENCODE3
ENCSR686SOV	ENCFF778ZBT	Homo sapiens MCF-7	NCOA3	"Michael Snyder, Stanford"	ENCODE3
ENCSR994YLZ	ENCFF888SGX	Homo sapiens liver tissue female child (4 years)	YY1	"Richard Myers, HAIB"	ENCODE3
ENCSR835XKS	ENCFF796RRA	Homo sapiens GM12878	TRIM22	"Michael Snyder, Stanford"	ENCODE3
ENCSR819LHG	ENCFF497OQD	Homo sapiens K562	FOXA1	"Michael Snyder, Stanford"	ENCODE3
ENCSR211LTF	ENCFF640AKG	Homo sapiens K562	EGR1	"Michael Snyder, Stanford"	ENCODE3
ENCSR638QYO	ENCFF716VWY	Homo sapiens A549	SREBF2	"Michael Snyder, Stanford"	ENCODE3
ENCSR966YYJ	ENCFF846CPP	Homo sapiens MCF-7	BMI1	"Michael Snyder, Stanford"	ENCODE3
ENCSR196HGZ	ENCFF325ETU	Homo sapiens liver tissue female child (4 years)	JUND	"Richard Myers, HAIB"	ENCODE3
ENCSR736BUG	ENCFF268GPU	Homo sapiens with nonobstructive coronary artery disease; liver tissue male adult (32 years)	EGR1	"Richard Myers, HAIB"	ENCODE3
ENCSR767XSF	ENCFF770OVD	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF555	ZNF555	"Michael Snyder, Stanford"	ENCODE3
ENCSR387UWP	ENCFF245OJC	Homo sapiens K562	HDAC1	"Michael Snyder, Stanford"	ENCODE3
ENCSR770PQN	ENCFF188WLZ	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens BCL11B	BCL11B	"Michael Snyder, Stanford"	ENCODE3
ENCSR853ADA	ENCFF308STQ	Homo sapiens HepG2	NRF1	"Richard Myers, HAIB"	ENCODE3
ENCSR606TNN	ENCFF021PRY	Homo sapiens vagina tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR934NHU	ENCFF356AAX	Homo sapiens neural cell originated from H1	MXI1	"Michael Snyder, Stanford"	ENCODE3
ENCSR923UTX	ENCFF509LCC	Homo sapiens HepG2	NONO	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR047BUZ	ENCFF994LMJ	Homo sapiens HepG2	ATF2	"Michael Snyder, Stanford"	ENCODE3
ENCSR076KZW	ENCFF822ULV	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF280C	ZNF280C	"Michael Snyder, Stanford"	ENCODE3
ENCSR018MQH	ENCFF223BRJ	Homo sapiens MCF-7	ZNF579	"Michael Snyder, Stanford"	ENCODE3
ENCSR000FCC	ENCFF474PRJ	Homo sapiens K562	NFE2	"Richard Myers, HAIB"	ENCODE3
ENCSR792IYC	ENCFF941SRW	Homo sapiens K562	BCLAF1	"Michael Snyder, Stanford"	ENCODE3
ENCSR714LYA	ENCFF379CCD	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM2	PRDM2	"Michael Snyder, Stanford"	ENCODE3
ENCSR412QBS	ENCFF600LZY	Homo sapiens GM12878	TARDBP	"Michael Snyder, Stanford"	ENCODE3
ENCSR968QDP	ENCFF239GSE	Homo sapiens HepG2	SMARCE1	"Michael Snyder, Stanford"	ENCODE3
ENCSR657PEW	ENCFF927IGC	Homo sapiens GM12878	LARP7	"Michael Snyder, Stanford"	ENCODE3
ENCSR893QWP	ENCFF155KUW	Homo sapiens liver tissue female child (4 years)	REST	"Richard Myers, HAIB"	ENCODE3
ENCSR519WMW	ENCFF908MWB	Homo sapiens K562	SMARCC2	"Michael Snyder, Stanford"	ENCODE3
ENCSR022IZK	ENCFF269NKC	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF623	ZNF623	"Michael Snyder, Stanford"	ENCODE3
ENCSR098YLE	ENCFF753PSU	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM1	PRDM1	"Michael Snyder, Stanford"	ENCODE3
ENCSR186NVR	ENCFF301BDF	Homo sapiens gastroesophageal sphincter tissue male adult (37 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR145BHD	ENCFF041YZV	Homo sapiens HepG2	NFRKB	"Michael Snyder, Stanford"	ENCODE3
ENCSR957LDM	ENCFF597YMB	Homo sapiens K562	TRIM24	"Michael Snyder, Stanford"	ENCODE3
ENCSR832DMO	ENCFF792SXS	Homo sapiens K562	SRSF1	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR711VWL	ENCFF432KJA	Homo sapiens K562	HDAC1	"Michael Snyder, Stanford"	ENCODE3
ENCSR715CCR	ENCFF542HJS	Homo sapiens K562	DPF2	"Michael Snyder, Stanford"	ENCODE3
ENCSR804HMZ	ENCFF463QUS	Homo sapiens HepG2	HNRNPLL	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR715QNO	ENCFF409GGL	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF362	ZNF362	"Michael Snyder, Stanford"	ENCODE3
ENCSR430TEE	ENCFF405VLP	Homo sapiens lower leg skin tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR098XMN	ENCFF537JEP	Homo sapiens with nonobstructive coronary artery disease; liver tissue male adult (32 years)	RXRA	"Richard Myers, HAIB"	ENCODE3
ENCSR734ZOZ	ENCFF473YGW	Homo sapiens esophagus squamous epithelium tissue male adult (54 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR068WNI	ENCFF082DKP	Homo sapiens upper lobe of left lung tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR785UCD	ENCFF435UDQ	Homo sapiens MCF-7	ZNF8	"Michael Snyder, Stanford"	ENCODE3
ENCSR244ZAO	ENCFF992RST	Homo sapiens sigmoid colon tissue female adult (51 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR382PVA	ENCFF171VVS	Homo sapiens HepG2	GTF2F1	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR764OXF	ENCFF983LFS	Homo sapiens K562	RBM39	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR633OEO	ENCFF023HDE	Homo sapiens sigmoid colon tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR645JVW	ENCFF388UZV	Homo sapiens vagina tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR218GSN	ENCFF292HYE	Homo sapiens HEK293T	ZFX	"Michael Snyder, Stanford"	ENCODE3
ENCSR442ZTI	ENCFF030LAE	Homo sapiens esophagus muscularis mucosa tissue female adult (51 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR330ADN	ENCFF565XMS	Homo sapiens MCF-7	DDX20	"Michael Snyder, Stanford"	ENCODE3
ENCSR000MMZ	ENCFF833AES	Homo sapiens upper lobe of left lung tissue female adult (51 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR920FID	ENCFF688OHP	Homo sapiens sigmoid colon tissue male adult (37 years)	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE3
ENCSR274LVQ	ENCFF076NIY	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF776	ZNF776	"Michael Snyder, Stanford"	ENCODE3
ENCSR559KAB	ENCFF938CMJ	Homo sapiens esophagus muscularis mucosa tissue male adult (37 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR109ODF	ENCFF132MJX	Homo sapiens MCF-7	HES1	"Michael Snyder, Stanford"	ENCODE3
ENCSR258SXK	ENCFF293HRO	Homo sapiens HepG2	SFPQ	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR417DKD	ENCFF142NAV	Homo sapiens MCF-7	NFXL1	"Michael Snyder, Stanford"	ENCODE3
ENCSR801SWX	ENCFF666QVW	Homo sapiens MCF-7	TARDBP	"Michael Snyder, Stanford"	ENCODE3
ENCSR336YRS	ENCFF371CYY	Homo sapiens heart left ventricle tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR219BXP	ENCFF716PXH	Homo sapiens K562	DPF2	"Michael Snyder, Stanford"	ENCODE3
ENCSR200CUA	ENCFF480XAU	Homo sapiens MCF-7	HDGF	"Michael Snyder, Stanford"	ENCODE3
ENCSR119ULQ	ENCFF067BCD	Homo sapiens K562	NCOA4	"Michael Snyder, Stanford"	ENCODE3
ENCSR160QYK	ENCFF295YRT	Homo sapiens K562	GATAD2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR825RBI	ENCFF885ZWB	Homo sapiens suprapubic skin tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR309ELI	ENCFF192BPQ	Homo sapiens MCF-7	ZBTB1	"Michael Snyder, Stanford"	ENCODE3
ENCSR027HML	ENCFF956LKQ	Homo sapiens OCI-LY7	CTCF	"Bradley Bernstein, Broad"	ENCODE3
ENCSR544APK	ENCFF165RCX	Homo sapiens heart left ventricle tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR632TJQ	ENCFF382CUT	Homo sapiens K562	ILF3	"Michael Snyder, Stanford"	ENCODE3
ENCSR854ORP	ENCFF064ZJO	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF350	ZNF350	"Michael Snyder, Stanford"	ENCODE3
ENCSR265ARE	ENCFF723SKU	Homo sapiens VCaP	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR516VQK	ENCFF743TLK	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF174	ZNF174	"Michael Snyder, Stanford"	ENCODE3
ENCSR803FAP	ENCFF967TFR	Homo sapiens testis tissue male adult (54 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR030TJP	ENCFF729DNM	Homo sapiens K562	DACH1	"Michael Snyder, Stanford"	ENCODE3
ENCSR027UFT	ENCFF160AXQ	Homo sapiens C4-2B	ZFX	"Michael Snyder, Stanford"	ENCODE3
ENCSR995QNB	ENCFF834UYS	Homo sapiens Peyer's patch tissue female adult (53 years)	POLR2A	"Michael Snyder, Stanford"	ENCODE3
ENCSR676ZEF	ENCFF437YMN	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF398	ZNF398	"Michael Snyder, Stanford"	ENCODE3
ENCSR290QBB	ENCFF576FCY	Homo sapiens upper lobe of left lung tissue male adult (54 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR580XUK	ENCFF474ZLP	Homo sapiens tibial nerve tissue male adult (37 years)	EP300	"Richard Myers, HAIB"	ENCODE3
ENCSR697YIN	ENCFF758FTM	Homo sapiens breast epithelium tissue male adult (54 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR567XAM	ENCFF170YAZ	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF473	ZNF473	"Michael Snyder, Stanford"	ENCODE3
ENCSR128IYN	ENCFF455YMK	Homo sapiens HepG2	SNRNP70	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR031URL	ENCFF305SZV	Homo sapiens HepG2	XRCC5	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR647PJW	ENCFF652ZEN	Homo sapiens K562	SFPQ	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR773JBP	ENCFF848GUU	Homo sapiens esophagus squamous epithelium tissue female adult (53 years)	CTCF	"Michael Snyder, Stanford"	ENCODE3
ENCSR283ZRI	ENCFF413LLO	Homo sapiens K562	POLR2G	"Xiang-Dong Fu, UCSD"	ENCODE3
ENCSR261VAS	ENCFF132BFT	Homo sapiens smooth muscle cell originated from H9	CTCF	"Bradley Bernstein, Broad"	ENCODE3
ENCSR502OEK	ENCFF350OMH	Homo sapiens K562	ELF1	"Michael Snyder, Stanford"	ENCODE3
ENCSR332EYT	ENCFF973ACG	Homo sapiens GM12878	STAT1	"Michael Snyder, Stanford"	ENCODE3
ENCSR024CNP	ENCFF136DDO	Homo sapiens K562	EGR1	"Michael Snyder, Stanford"	ENCODE3
ENCSR348JOJ	ENCFF070JYN	Homo sapiens MCF-7	MTA1	"Michael Snyder, Stanford"	ENCODE3
ENCSR421QXA	ENCFF891HTS	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF571	ZNF571	"Michael Snyder, Stanford"	ENCODE3
ENCSR324RCI	ENCFF729FSA	Homo sapiens liver tissue female child (4 years)	FOXA1	"Richard Myers, HAIB"	ENCODE3
ENCSR605YWG	ENCFF634YFK	Homo sapiens HepG2	TBX3	"Michael Snyder, Stanford"	ENCODE3
