# REST + cCREs					
Chr	Start	End	cCRE accession	cCRE class	Silencer class
chr11	64778732	64779082	EH38E2963516	PLS	REST+ Non-silencer
chr11	64996861	64997210	EH38E2963816	PLS	REST+ Non-silencer
chr11	65314628	65314977	EH38E2964136	PLS	REST+ Non-silencer
chr11	65354460	65354809	EH38E2964170	PLS	REST+ Non-silencer
chr11	65386408	65386756	EH38E2964220	PLS	REST+ Non-silencer
chr11	65497391	65497739	EH38E1545216	PLS	REST+ Non-silencer
chr1	165698439	165698756	EH38E2845411	PLS	REST+ Non-silencer
chr11	65720642	65720951	EH38E2964776	PLS	REST+ Non-silencer
chr1	165768767	165769115	EH38E2845432	PLS	REST+ Non-silencer
chr11	65858107	65858457	EH38E2964910	PLS	REST+ Non-silencer
chr11	65860215	65860559	EH38E1545622	PLS	REST+ Non-silencer
chr11	65888361	65888708	EH38E1545658	PLS	REST+ Non-silencer
chr11	65961453	65961793	EH38E2965083	PLS	REST+ Non-silencer
chr11	66002154	66002503	EH38E2965123	PLS	REST+ Non-silencer
chr11	6603517	6603867	EH38E1517547	PLS	REST+ Non-silencer
chr11	6612144	6612490	EH38E2942393	PLS	REST+ Non-silencer
chr1	16613398	16613748	EH38E3955878	PLS	REST+ Non-silencer
chr1	166164932	166165258	EH38E2845587	PLS	REST+ Non-silencer
chr11	66677755	66678102	EH38E1546384	PLS	REST+ Non-silencer
chr11	67239789	67240139	EH38E2966374	PLS	REST+ Non-silencer
chr11	67606688	67607034	EH38E2966935	PLS	REST+ Non-silencer
chr1	168225785	168226132	EH38E2846566	PLS	REST+ Non-silencer
chr1	169106073	169106423	EH38E1395864	PLS	REST+ Non-silencer
chr1	169794791	169795140	EH38E2847261	PLS	REST+ Non-silencer
chr1	170531907	170532257	EH38E2847470	PLS	REST+ Non-silencer
chr1	171313866	171314216	EH38E1397054	PLS	REST+ Non-silencer
chr11	71928806	71929149	EH38E2970593	PLS	REST+ Non-silencer
chr1	173714791	173715141	EH38E2848661	PLS	REST+ Non-silencer
chr11	73787720	73788000	EH38E1551965	PLS	REST+ Non-silencer
chr11	74170971	74171321	EH38E1552231	PLS	REST+ Non-silencer
chr11	74592389	74592738	EH38E2972431	PLS	REST+ Non-silencer
chr11	75399313	75399663	EH38E1553083	PLS	REST+ Non-silencer
chr11	75430201	75430414	EH38E4042173	PLS	REST+ Non-silencer
chr1	175743506	175743856	EH38E1399570	PLS	REST+ Non-silencer
chr11	76444584	76444776	EH38E2973705	PLS	REST+ Non-silencer
chr11	77127990	77128340	EH38E1554535	PLS	REST+ Non-silencer
chr11	77637606	77637954	EH38E1554862	PLS	REST+ Non-silencer
chr1	1778801	1779150	EH38E1311174	PLS	REST+ Non-silencer
chr11	78079676	78080013	EH38E1555083	PLS	REST+ Non-silencer
chr1	179081795	179082145	EH38E2850526	PLS	REST+ Non-silencer
chr1	179954457	179954807	EH38E1401726	PLS	REST+ Non-silencer
chr1	180502723	180503072	EH38E2851133	PLS	REST+ Non-silencer
chr1	180927877	180928201	EH38E1402310	PLS	REST+ Non-silencer
chr11	809734	810060	EH38E2938094	PLS	REST+ Non-silencer
chr1	181022785	181023129	EH38E1402405	PLS	REST+ Non-silencer
chr11	83071798	83072139	EH38E2976102	PLS	REST+ Non-silencer
chr11	83157166	83157437	EH38E4043939	PLS	REST+ Non-silencer
chr11	83286251	83286562	EH38E2976194	PLS	REST+ Non-silencer
chr1	184051488	184051836	EH38E1404467	PLS	REST+ Non-silencer
chr1	185317005	185317212	EH38E2853506	PLS	REST+ Non-silencer
chr11	85628348	85628694	EH38E2976750	PLS	REST+ Non-silencer
chr11	86069075	86069425	EH38E1558417	PLS	REST+ Non-silencer
chr11	86244975	86245322	EH38E1558595	PLS	REST+ Non-silencer
chr11	8964287	8964636	EH38E2943428	PLS	REST+ Non-silencer
chr1	19210190	19210540	EH38E2791384	PLS	REST+ Non-silencer
chr1	193121795	193122145	EH38E2855150	PLS	REST+ Non-silencer
chr11	9384417	9384754	EH38E2943657	PLS	REST+ Non-silencer
chr11	95923872	95924220	EH38E1562964	PLS	REST+ Non-silencer
chr1	19596744	19597093	EH38E2791684	PLS	REST+ Non-silencer
chr1	201828986	201829336	EH38E2858175	PLS	REST+ Non-silencer
chr1	202010330	202010678	EH38E2858309	PLS	REST+ Non-silencer
chr1	202348438	202348785	EH38E2858623	PLS	REST+ Non-silencer
chr1	202861475	202861824	EH38E2858936	PLS	REST+ Non-silencer
chr1	203007149	203007498	EH38E2858996	PLS	REST+ Non-silencer
chr1	203305211	203305561	EH38E2859330	PLS	REST+ Non-silencer
chr1	204072983	204073332	EH38E2859841	PLS	REST+ Non-silencer
chr1	204516203	204516552	EH38E2860311	PLS	REST+ Non-silencer
chr1	204828445	204828791	EH38E2860500	PLS	REST+ Non-silencer
chr1	20507974	20508321	EH38E2792256	PLS	REST+ Non-silencer
chr1	205211522	205211865	EH38E2860787	PLS	REST+ Non-silencer
chr1	205631850	205632200	EH38E2861216	PLS	REST+ Non-silencer
chr1	206612357	206612707	EH38E2861825	PLS	REST+ Non-silencer
chr1	207050890	207051200	EH38E2862200	PLS	REST+ Non-silencer
chr1	207053005	207053353	EH38E1416767	PLS	REST+ Non-silencer
chr1	209827770	209828120	EH38E2863572	PLS	REST+ Non-silencer
chr12	100200580	100200928	EH38E3035754	PLS	REST+ Non-silencer
chr12	102120065	102120415	EH38E3036377	PLS	REST+ Non-silencer
chr12	103965639	103965988	EH38E3036949	PLS	REST+ Non-silencer
chr12	104643913	104644249	EH38E3037357	PLS	REST+ Non-silencer
chr12	105107531	105107880	EH38E3037598	PLS	REST+ Non-silencer
chr12	107685594	107685932	EH38E3038904	PLS	REST+ Non-silencer
chr12	108731453	108731802	EH38E3039462	PLS	REST+ Non-silencer
chr12	109020810	109021160	EH38E4075110	PLS	REST+ Non-silencer
chr12	109052358	109052702	EH38E3039656	PLS	REST+ Non-silencer
chr12	109309070	109309420	EH38E4075188	PLS	REST+ Non-silencer
chr12	109477513	109477711	EH38E3039920	PLS	REST+ Non-silencer
chr12	110613872	110614222	EH38E3040776	PLS	REST+ Non-silencer
chr12	111599445	111599793	EH38E3041388	PLS	REST+ Non-silencer
chr12	111685832	111686181	EH38E1644700	PLS	REST+ Non-silencer
chr12	111841854	111842204	EH38E3041523	PLS	REST+ Non-silencer
chr12	112409444	112409788	EH38E3041824	PLS	REST+ Non-silencer
chr12	112791424	112791773	EH38E4076143	PLS	REST+ Non-silencer
chr12	112906801	112907151	EH38E3041999	PLS	REST+ Non-silencer
chr12	113358361	113358711	EH38E3042446	PLS	REST+ Non-silencer
chr12	113422076	113422422	EH38E1645838	PLS	REST+ Non-silencer
chr1	211382613	211382963	EH38E1419508	PLS	REST+ Non-silencer
chr12	116910767	116911105	EH38E3044121	PLS	REST+ Non-silencer
chr12	117190341	117190691	EH38E3044359	PLS	REST+ Non-silencer
chr12	118016484	118016834	EH38E3044626	PLS	REST+ Non-silencer
chr12	118103860	118104172	EH38E3044698	PLS	REST+ Non-silencer
chr12	118135886	118136236	EH38E1648679	PLS	REST+ Non-silencer
chr12	118372895	118373240	EH38E3044838	PLS	REST+ Non-silencer
chr12	118376142	118376419	EH38E3044844	PLS	REST+ Non-silencer
chr12	119989289	119989573	EH38E1649524	PLS	REST+ Non-silencer
chr12	119989767	119990117	EH38E3045418	PLS	REST+ Non-silencer
chr12	120446271	120446605	EH38E3045828	PLS	REST+ Non-silencer
chr12	120529011	120529357	EH38E3045882	PLS	REST+ Non-silencer
chr12	121352330	121352680	EH38E1650650	PLS	REST+ Non-silencer
chr12	121399832	121400171	EH38E3046459	PLS	REST+ Non-silencer
chr12	121888549	121888899	EH38E3046932	PLS	REST+ Non-silencer
chr12	122226444	122226605	EH38E3047246	PLS	REST+ Non-silencer
chr12	122266327	122266675	EH38E1651497	PLS	REST+ Non-silencer
chr12	122526906	122527256	EH38E3047435	PLS	REST+ Non-silencer
chr12	122752548	122752898	EH38E3047526	PLS	REST+ Non-silencer
chr12	123601913	123602263	EH38E3048293	PLS	REST+ Non-silencer
chr12	123633565	123633914	EH38E3048304	PLS	REST+ Non-silencer
chr1	212432704	212433054	EH38E2864663	PLS	REST+ Non-silencer
chr1	212608441	212608791	EH38E1420376	PLS	REST+ Non-silencer
chr1	212791725	212792074	EH38E1420523	PLS	REST+ Non-silencer
chr12	12891289	12891637	EH38E3004211	PLS	REST+ Non-silencer
chr12	13044236	13044558	EH38E4057136	PLS	REST+ Non-silencer
chr12	130776526	130776876	EH38E3051522	PLS	REST+ Non-silencer
chr12	131928997	131929346	EH38E3052489	PLS	REST+ Non-silencer
chr12	13196801	13197002	EH38E3004438	PLS	REST+ Non-silencer
chr12	132144209	132144559	EH38E1657292	PLS	REST+ Non-silencer
chr12	132710549	132710899	EH38E3053447	PLS	REST+ Non-silencer
chr12	133130354	133130704	EH38E3053742	PLS	REST+ Non-silencer
chr12	14843367	14843710	EH38E3004987	PLS	REST+ Non-silencer
chr1	21783040	21783390	EH38E2793185	PLS	REST+ Non-silencer
chr1	218285071	218285420	EH38E2866528	PLS	REST+ Non-silencer
chr1	219173650	219174000	EH38E1423492	PLS	REST+ Non-silencer
chr1	22025557	22025758	EH38E3957562	PLS	REST+ Non-silencer
chr1	22052484	22052833	EH38E2793495	PLS	REST+ Non-silencer
chr12	21657729	21658077	EH38E3006785	PLS	REST+ Non-silencer
chr12	22544401	22544751	EH38E3007093	PLS	REST+ Non-silencer
chr12	22624937	22625286	EH38E1598435	PLS	REST+ Non-silencer
chr1	224434687	224435037	EH38E2868939	PLS	REST+ Non-silencer
chr1	224929510	224929859	EH38E1426801	PLS	REST+ Non-silencer
chr12	25386079	25386428	EH38E3007916	PLS	REST+ Non-silencer
chr1	225777582	225777930	EH38E2869466	PLS	REST+ Non-silencer
chr1	226062503	226062832	EH38E2869726	PLS	REST+ Non-silencer
chr1	226186580	226186929	EH38E2869832	PLS	REST+ Non-silencer
chr12	27710633	27710981	EH38E3008933	PLS	REST+ Non-silencer
chr1	227735212	227735561	EH38E2870732	PLS	REST+ Non-silencer
chr1	228109227	228109551	EH38E2871145	PLS	REST+ Non-silencer
chr12	29381081	29381431	EH38E3009479	PLS	REST+ Non-silencer
chr1	229508219	229508565	EH38E2872289	PLS	REST+ Non-silencer
chr1	23019256	23019605	EH38E1327456	PLS	REST+ Non-silencer
chr1	230426644	230426804	EH38E3995503	PLS	REST+ Non-silencer
chr1	231241036	231241386	EH38E2873286	PLS	REST+ Non-silencer
chr12	31959166	31959515	EH38E1603481	PLS	REST+ Non-silencer
chr12	32106620	32106970	EH38E1603585	PLS	REST+ Non-silencer
chr12	32755776	32756126	EH38E3010831	PLS	REST+ Non-silencer
chr12	32896512	32896678	EH38E3010891	PLS	REST+ Non-silencer
chr1	234373371	234373721	EH38E3996417	PLS	REST+ Non-silencer
chr1	234479015	234479314	EH38E2874630	PLS	REST+ Non-silencer
chr1	234538939	234539270	EH38E2874694	PLS	REST+ Non-silencer
chr1	234599824	234600167	EH38E1433470	PLS	REST+ Non-silencer
chr1	234610100	234610417	EH38E2874777	PLS	REST+ Non-silencer
chr1	235128754	235129104	EH38E1434120	PLS	REST+ Non-silencer
chr1	235327880	235328230	EH38E2875412	PLS	REST+ Non-silencer
chr1	235367238	235367588	EH38E1434268	PLS	REST+ Non-silencer
chr1	236523237	236523496	EH38E2876063	PLS	REST+ Non-silencer
chr1	236795074	236795423	EH38E2876167	PLS	REST+ Non-silencer
chr1	23691569	23691919	EH38E2794649	PLS	REST+ Non-silencer
chr12	401382	401732	EH38E2997135	PLS	REST+ Non-silencer
chr1	241356597	241356947	EH38E2877362	PLS	REST+ Non-silencer
chr1	241519624	241519972	EH38E2877407	PLS	REST+ Non-silencer
chr1	242890190	242890539	EH38E3998172	PLS	REST+ Non-silencer
chr1	244834990	244835340	EH38E1438691	PLS	REST+ Non-silencer
chr1	244864402	244864751	EH38E2878546	PLS	REST+ Non-silencer
chr12	44876866	44877057	EH38E1607087	PLS	REST+ Non-silencer
chr1	244970766	244971115	EH38E1438830	PLS	REST+ Non-silencer
chr12	45728749	45729097	EH38E3013284	PLS	REST+ Non-silencer
chr12	45990673	45991020	EH38E1607629	PLS	REST+ Non-silencer
chr12	46372646	46372991	EH38E3013547	PLS	REST+ Non-silencer
chr1	246931896	246932246	EH38E2879588	PLS	REST+ Non-silencer
chr1	247078680	247079027	EH38E2879624	PLS	REST+ Non-silencer
chr12	48682162	48682512	EH38E3014966	PLS	REST+ Non-silencer
chr12	49018627	49018977	EH38E3015223	PLS	REST+ Non-silencer
chr12	49060577	49060916	EH38E3015288	PLS	REST+ Non-silencer
chr12	49131308	49131658	EH38E3015346	PLS	REST+ Non-silencer
chr12	49367141	49367489	EH38E1610087	PLS	REST+ Non-silencer
chr12	49568050	49568292	EH38E3015672	PLS	REST+ Non-silencer
chr12	49741268	49741618	EH38E1610368	PLS	REST+ Non-silencer
chr12	49750407	49750756	EH38E1610381	PLS	REST+ Non-silencer
chr12	50400653	50401001	EH38E3016328	PLS	REST+ Non-silencer
chr12	50763790	50764136	EH38E1611229	PLS	REST+ Non-silencer
chr12	51048052	51048402	EH38E1611423	PLS	REST+ Non-silencer
chr12	51239064	51239408	EH38E1611540	PLS	REST+ Non-silencer
chr12	52041763	52042109	EH38E3017322	PLS	REST+ Non-silencer
chr1	25232333	25232682	EH38E2795857	PLS	REST+ Non-silencer
chr12	52904959	52905309	EH38E3018220	PLS	REST+ Non-silencer
chr12	52949782	52950105	EH38E1613053	PLS	REST+ Non-silencer
chr12	53048903	53049245	EH38E1613138	PLS	REST+ Non-silencer
chr12	53295303	53295652	EH38E3018618	PLS	REST+ Non-silencer
chr12	53321512	53321765	EH38E3018633	PLS	REST+ Non-silencer
chr12	53451816	53452166	EH38E3018744	PLS	REST+ Non-silencer
chr12	53501440	53501664	EH38E4064237	PLS	REST+ Non-silencer
chr12	55019781	55020131	EH38E3019844	PLS	REST+ Non-silencer
chr1	2556380	2556728	EH38E2779127	PLS	REST+ Non-silencer
chr12	55715879	55716229	EH38E4064658	PLS	REST+ Non-silencer
chr12	56116394	56116742	EH38E3020294	PLS	REST+ Non-silencer
chr12	56128300	56128633	EH38E3020313	PLS	REST+ Non-silencer
chr12	56158126	56158471	EH38E3020346	PLS	REST+ Non-silencer
chr12	56315822	56316008	EH38E3020472	PLS	REST+ Non-silencer
chr12	56316010	56316359	EH38E1615670	PLS	REST+ Non-silencer
chr12	56333892	56334242	EH38E3020480	PLS	REST+ Non-silencer
chr12	56645943	56646293	EH38E3020643	PLS	REST+ Non-silencer
chr12	56725022	56725234	EH38E3020721	PLS	REST+ Non-silencer
chr12	56725235	56725584	EH38E3020722	PLS	REST+ Non-silencer
chr12	57049982	57050329	EH38E1616157	PLS	REST+ Non-silencer
chr12	57111220	57111570	EH38E3020969	PLS	REST+ Non-silencer
chr12	57590964	57591312	EH38E1616720	PLS	REST+ Non-silencer
chr12	57694199	57694434	EH38E3021757	PLS	REST+ Non-silencer
chr12	57771989	57772335	EH38E3021885	PLS	REST+ Non-silencer
chr12	57782556	57782905	EH38E3021907	PLS	REST+ Non-silencer
chr1	2586397	2586745	EH38E2779175	PLS	REST+ Non-silencer
chr1	26110961	26111279	EH38E2796692	PLS	REST+ Non-silencer
chr1	26111568	26111917	EH38E2796694	PLS	REST+ Non-silencer
chr12	62602704	62603042	EH38E1618594	PLS	REST+ Non-silencer
chr12	65169342	65169690	EH38E3024210	PLS	REST+ Non-silencer
chr12	6534292	6534633	EH38E1590023	PLS	REST+ Non-silencer
chr1	26692965	26693315	EH38E2797161	PLS	REST+ Non-silencer
chr12	6867270	6867620	EH38E3001352	PLS	REST+ Non-silencer
chr12	68745929	68746279	EH38E1622419	PLS	REST+ Non-silencer
chr1	26900281	26900612	EH38E2797320	PLS	REST+ Non-silencer
chr12	69359560	69359896	EH38E1622914	PLS	REST+ Non-silencer
chr12	69585209	69585559	EH38E3026429	PLS	REST+ Non-silencer
chr12	71439974	71440179	EH38E1623985	PLS	REST+ Non-silencer
chr1	27154987	27155337	EH38E2797540	PLS	REST+ Non-silencer
chr12	71938735	71939082	EH38E4068086	PLS	REST+ Non-silencer
chr1	27322031	27322378	EH38E2797609	PLS	REST+ Non-silencer
chr12	75209481	75209818	EH38E4068605	PLS	REST+ Non-silencer
chr12	76031533	76031881	EH38E3028155	PLS	REST+ Non-silencer
chr12	76348288	76348637	EH38E3028296	PLS	REST+ Non-silencer
chr12	76559663	76560013	EH38E3028367	PLS	REST+ Non-silencer
chr1	27725602	27725952	EH38E2798086	PLS	REST+ Non-silencer
chr12	79935065	79935415	EH38E1627568	PLS	REST+ Non-silencer
chr12	8082070	8082420	EH38E3002048	PLS	REST+ Non-silencer
chr12	80937568	80937916	EH38E3029660	PLS	REST+ Non-silencer
chr12	82358278	82358628	EH38E3029924	PLS	REST+ Non-silencer
chr1	28235897	28236245	EH38E2798392	PLS	REST+ Non-silencer
chr1	28259237	28259586	EH38E2798422	PLS	REST+ Non-silencer
chr1	28328824	28329172	EH38E2798476	PLS	REST+ Non-silencer
chr1	28505748	28506097	EH38E2798563	PLS	REST+ Non-silencer
chr1	28581724	28582074	EH38E1332409	PLS	REST+ Non-silencer
chr12	93677226	93677576	EH38E3033278	PLS	REST+ Non-silencer
chr12	949512	949669	EH38E2997540	PLS	REST+ Non-silencer
chr12	95003597	95003940	EH38E1634639	PLS	REST+ Non-silencer
chr12	95473862	95474211	EH38E1634978	PLS	REST+ Non-silencer
chr12	98593420	98593769	EH38E3035310	PLS	REST+ Non-silencer
chr13	102845584	102845934	EH38E3079141	PLS	REST+ Non-silencer
chr13	110870219	110870569	EH38E1698310	PLS	REST+ Non-silencer
chr13	112588003	112588343	EH38E3082987	PLS	REST+ Non-silencer
chr13	113208524	113208874	EH38E3083734	PLS	REST+ Non-silencer
chr13	113296934	113297284	EH38E3083790	PLS	REST+ Non-silencer
chr1	31938245	31938595	EH38E2800733	PLS	REST+ Non-silencer
chr13	21140304	21140654	EH38E1659117	PLS	REST+ Non-silencer
chr13	21176425	21176775	EH38E1659138	PLS	REST+ Non-silencer
chr1	32394399	32394749	EH38E2801084	PLS	REST+ Non-silencer
chr13	27450401	27450751	EH38E3057298	PLS	REST+ Non-silencer
chr13	27792358	27792708	EH38E4083543	PLS	REST+ Non-silencer
chr1	32817306	32817656	EH38E2801322	PLS	REST+ Non-silencer
chr1	32886506	32886854	EH38E3960703	PLS	REST+ Non-silencer
chr1	32964743	32965093	EH38E2801462	PLS	REST+ Non-silencer
chr13	30617541	30617890	EH38E1664636	PLS	REST+ Non-silencer
chr13	32586224	32586573	EH38E3059590	PLS	REST+ Non-silencer
chr13	41132626	41132976	EH38E3062556	PLS	REST+ Non-silencer
chr13	41194331	41194680	EH38E3062581	PLS	REST+ Non-silencer
chr13	44436730	44437078	EH38E3064008	PLS	REST+ Non-silencer
chr13	48037581	48037885	EH38E3065408	PLS	REST+ Non-silencer
chr13	48094991	48095340	EH38E3065437	PLS	REST+ Non-silencer
chr13	48303601	48303942	EH38E3065557	PLS	REST+ Non-silencer
chr1	34985165	34985514	EH38E2802319	PLS	REST+ Non-silencer
chr13	51452971	51453321	EH38E3067114	PLS	REST+ Non-silencer
chr1	35193053	35193403	EH38E3961330	PLS	REST+ Non-silencer
chr13	52194330	52194675	EH38E3067542	PLS	REST+ Non-silencer
chr13	52617248	52617597	EH38E3067647	PLS	REST+ Non-silencer
chr1	35557348	35557537	EH38E2802539	PLS	REST+ Non-silencer
chr1	35641394	35641741	EH38E2802618	PLS	REST+ Non-silencer
chr1	35882966	35883315	EH38E2802722	PLS	REST+ Non-silencer
chr1	36088652	36089000	EH38E2802795	PLS	REST+ Non-silencer
chr1	36464265	36464611	EH38E2803166	PLS	REST+ Non-silencer
chr1	37793851	37794198	EH38E1338261	PLS	REST+ Non-silencer
chr1	37795375	37795710	EH38E3962000	PLS	REST+ Non-silencer
chr1	38012412	38012760	EH38E2804005	PLS	REST+ Non-silencer
chr1	38991031	38991381	EH38E2804485	PLS	REST+ Non-silencer
chr1	39026114	39026458	EH38E2804510	PLS	REST+ Non-silencer
chr13	91398412	91398759	EH38E1688424	PLS	REST+ Non-silencer
chr1	39691339	39691653	EH38E2804967	PLS	REST+ Non-silencer
chr13	99200604	99200954	EH38E3077457	PLS	REST+ Non-silencer
chr13	99501180	99501520	EH38E1692648	PLS	REST+ Non-silencer
chr1	40097102	40097451	EH38E1339971	PLS	REST+ Non-silencer
chr1	40161151	40161501	EH38E2805298	PLS	REST+ Non-silencer
chr1	40257915	40258265	EH38E2805335	PLS	REST+ Non-silencer
chr1	40508539	40508888	EH38E2805480	PLS	REST+ Non-silencer
chr14	102139987	102140214	EH38E3117856	PLS	REST+ Non-silencer
chr14	103333917	103334265	EH38E3118955	PLS	REST+ Non-silencer
chr14	104604714	104605037	EH38E4116498	PLS	REST+ Non-silencer
chr14	20343049	20343398	EH38E1700901	PLS	REST+ Non-silencer
chr14	20469198	20469547	EH38E3085233	PLS	REST+ Non-silencer
chr14	20683854	20684200	EH38E3085361	PLS	REST+ Non-silencer
chr14	21269397	21269562	EH38E3085739	PLS	REST+ Non-silencer
chr14	21317423	21317773	EH38E3085767	PLS	REST+ Non-silencer
chr14	22929354	22929704	EH38E3086564	PLS	REST+ Non-silencer
chr14	23007007	23007357	EH38E3086620	PLS	REST+ Non-silencer
chr14	23055576	23055924	EH38E3086667	PLS	REST+ Non-silencer
chr14	23556149	23556370	EH38E3087134	PLS	REST+ Non-silencer
chr14	24114505	24114855	EH38E3087447	PLS	REST+ Non-silencer
chr14	24161005	24161355	EH38E3087502	PLS	REST+ Non-silencer
chr14	24188721	24189066	EH38E3087540	PLS	REST+ Non-silencer
chr14	24242510	24242860	EH38E3087590	PLS	REST+ Non-silencer
chr14	24271533	24271883	EH38E3087620	PLS	REST+ Non-silencer
chr1	42456289	42456638	EH38E2806763	PLS	REST+ Non-silencer
chr1	42658191	42658541	EH38E1341836	PLS	REST+ Non-silencer
chr1	42846344	42846690	EH38E2806914	PLS	REST+ Non-silencer
chr1	42958809	42959159	EH38E2807020	PLS	REST+ Non-silencer
chr14	30558955	30559305	EH38E3088974	PLS	REST+ Non-silencer
chr14	30622115	30622465	EH38E3088994	PLS	REST+ Non-silencer
chr14	31420448	31420797	EH38E3089274	PLS	REST+ Non-silencer
chr14	31561231	31561580	EH38E3089315	PLS	REST+ Non-silencer
chr14	34875228	34875577	EH38E3090636	PLS	REST+ Non-silencer
chr14	34982434	34982783	EH38E3090675	PLS	REST+ Non-silencer
chr14	35404644	35404993	EH38E3090927	PLS	REST+ Non-silencer
chr14	39170253	39170603	EH38E3092042	PLS	REST+ Non-silencer
chr1	43946196	43946407	EH38E2807743	PLS	REST+ Non-silencer
chr1	43974757	43975102	EH38E2807779	PLS	REST+ Non-silencer
chr1	44213259	44213595	EH38E2807923	PLS	REST+ Non-silencer
chr1	44775381	44775729	EH38E2808357	PLS	REST+ Non-silencer
