# STARR silencer cCREs							
Chr	Start	End	cCRE accession	cCRE class	CAPRA quantification	P-value	Threshold
chr2	60887508	60887698	EH38E3346510	dELS	-0.8091	3.72E-02	Robust
chr20	62064615	62064950	EH38E3446629	PLS	-0.8091	3.72E-02	Robust
chr3	46825488	46825833	EH38E3510676	dELS	-0.8091	3.72E-02	Robust
chr4	39560271	39560608	EH38E3581140	dELS	-0.8091	3.72E-02	Robust
chr6	54031186	54031536	EH38E2474297	dELS	-0.8091	3.72E-02	Robust
chr7	158911181	158911487	EH38E2605460	dELS	-0.8091	3.72E-02	Robust
chr7	77122714	77123064	EH38E4440619	pELS	-0.8091	3.72E-02	Robust
chr8	113133500	113133798	EH38E3852026	CA-H3K4me3	-0.8091	3.72E-02	Robust
chr7	74234663	74234928	EH38E3780025	dELS	-0.9330	3.72E-02	Robust
chr5	38282285	38282614	EH38E4365871	dELS	-1.0610	3.72E-02	Robust
chr5	163645900	163646229	EH38E3675528	dELS	-1.0610	3.72E-02	Robust
chr6	30304062	30304257	EH38E2458228	CA-H3K4me3	-0.9404	3.72E-02	Robust
chrX	28626652	28626837	EH38E2747935	dELS	-1.0098	3.72E-02	Robust
chr16	30863431	30863666	EH38E4141352	CA-TF	-0.9771	3.72E-02	Robust
chr6	150332809	150333129	EH38E2514793	CA-TF	-0.9948	3.72E-02	Robust
chr7	141221094	141221426	EH38E3804717	CA-CTCF	-0.9948	3.72E-02	Robust
chr9	89488973	89489297	EH38E3891754	dELS	-0.9948	3.72E-02	Robust
chr5	90113171	90113406	EH38E2389979	dELS	-1.0076	3.72E-02	Robust
chr1	222730872	222731211	EH38E1425443	dELS	-1.0153	3.72E-02	Robust
chr13	73140103	73140420	EH38E3070834	dELS	-1.0153	3.72E-02	Robust
chr16	27125085	27125427	EH38E4140303	CA	-1.0153	3.72E-02	Robust
chr4	182191329	182191530	EH38E3617895	dELS	-1.0153	3.72E-02	Robust
chr5	150558196	150558509	EH38E3670642	dELS	-1.0153	3.72E-02	Robust
chr7	128645959	128646203	EH38E4450723	dELS	-1.0153	3.72E-02	Robust
chr19	49709330	49709531	EH38E3313632	dELS	-0.9947	3.72E-02	Robust
chr22	39671915	39672265	EH38E4283115	TF	-0.9947	3.72E-02	Robust
chr3	78277464	78277663	EH38E3524496	dELS	-0.9947	3.72E-02	Robust
chr4	24417284	24417580	EH38E2286574	dELS	-0.9947	3.72E-02	Robust
chr8	36378042	36378331	EH38E4465666	CA-TF	-0.9947	3.72E-02	Robust
chr9	91234565	91234815	EH38E4500608	CA-CTCF	-0.9947	3.72E-02	Robust
chr3	122924666	122924827	EH38E3534857	CA-CTCF	-0.8184	3.72E-02	Robust
chr1	212283782	212284112	EH38E3991413	pELS	-1.0486	3.72E-02	Robust
chr14	62218732	62219072	EH38E4107651	CA	-1.0486	3.72E-02	Robust
chrX	13613297	13613507	EH38E4514123	CA	-1.0328	3.72E-02	Robust
chrX	44203884	44204125	EH38E2752395	CA-CTCF	-0.9447	3.73E-02	Robust
chr19	50335718	50335984	EH38E3314154	pELS	-0.9015	3.73E-02	Robust
chr2	198966385	198966614	EH38E2064591	dELS	-0.9884	3.73E-02	Robust
chr3	156914437	156914587	EH38E4315968	TF	-0.9531	3.73E-02	Robust
chr5	178656938	178657143	EH38E2436428	dELS	-0.9531	3.73E-02	Robust
chr3	178489118	178489329	EH38E3555760	CA-CTCF	-0.8530	3.73E-02	Robust
chr6	120200306	120200507	EH38E3729578	CA-CTCF	-1.0515	3.73E-02	Robust
chr8	100350844	100351178	EH38E3847983	CA-H3K4me3	-1.0509	3.73E-02	Robust
chr18	76844226	76844436	EH38E3277004	dELS	-0.8672	3.73E-02	Robust
chrX	47182363	47182616	EH38E4519715	CA	-0.9530	3.73E-02	Robust
chr20	4990633	4990842	EH38E3417919	dELS	-1.0029	3.73E-02	Robust
chr9	110492954	110493232	EH38E4504360	CA	-0.8455	3.73E-02	Robust
chr6	158872991	158873219	EH38E3744696	dELS	-1.0037	3.74E-02	Robust
chr15	88175055	88175335	EH38E3152826	CA-CTCF	-1.0588	3.74E-02	Robust
chr7	128834756	128834963	EH38E3798946	dELS	-0.9118	3.74E-02	Robust
chr16	4908425	4908626	EH38E1798815	dELS	-1.0159	3.74E-02	Robust
chr1	173470721	173470885	EH38E3983713	CA-H3K4me3	-0.8943	3.74E-02	Robust
chr3	120416314	120416517	EH38E3533982	dELS	-1.0586	3.74E-02	Robust
chr20	35393889	35394095	EH38E4260383	pELS	-0.9995	3.74E-02	Robust
chr1	236706724	236707006	EH38E3996931	dELS	-1.0528	3.74E-02	Robust
chr2	68704891	68705239	EH38E4218606	CA	-1.0528	3.74E-02	Robust
chr1	186644942	186645290	EH38E2853956	dELS	-0.9340	3.75E-02	Robust
chr10	121819029	121819365	EH38E1505921	dELS	-0.9340	3.75E-02	Robust
chr2	55732893	55733236	EH38E1999592	dELS	-0.9340	3.75E-02	Robust
chr3	8537895	8538207	EH38E3493848	dELS	-0.9340	3.75E-02	Robust
chr3	163890722	163891067	EH38E4317274	CA-TF	-0.9340	3.75E-02	Robust
chr3	186074630	186074939	EH38E4321402	CA-CTCF	-0.9340	3.75E-02	Robust
chr7	19206732	19207082	EH38E4430301	CA	-0.9340	3.75E-02	Robust
chrX	39571218	39571412	EH38E3930801	CA-CTCF	-0.8649	3.75E-02	Robust
chr10	35180751	35181014	EH38E1462166	dELS	-0.9119	3.75E-02	Robust
chr5	177140438	177140783	EH38E4390802	TF	-1.0508	3.75E-02	Robust
chr1	212305370	212305538	EH38E2864624	dELS	-1.0139	3.75E-02	Robust
chr12	4615697	4616043	EH38E1588769	dELS	-0.9389	3.75E-02	Robust
chr12	14841294	14841506	EH38E3004984	pELS	-1.0520	3.75E-02	Robust
chr6	111365817	111366162	EH38E3726733	dELS	-1.0520	3.75E-02	Robust
chr9	114928106	114928455	EH38E3903662	dELS	-1.0520	3.75E-02	Robust
chr1	179768036	179768342	EH38E3984928	dELS	-1.0587	3.75E-02	Robust
chr7	99182074	99182280	EH38E4444634	CA	-0.8774	3.76E-02	Robust
chr3	96001050	96001368	EH38E2220041	dELS	-1.0518	3.76E-02	Robust
chr9	68694137	68694477	EH38E4496391	TF	-1.0518	3.76E-02	Robust
chr2	36784386	36784597	EH38E0511682	dELS	-0.9956	3.76E-02	Robust
chr2	148997867	148998072	EH38E3377077	dELS	-1.0584	3.76E-02	Robust
chr4	154084965	154085190	EH38E2337678	dELS	-1.0135	3.76E-02	Robust
chr8	71593927	71594087	EH38E3839591	CA-H3K4me3	-0.9527	3.76E-02	Robust
chr1	170769017	170769198	EH38E1396781	CA-CTCF	-0.8940	3.76E-02	Robust
chr14	71328260	71328410	EH38E3103132	dELS	-0.8762	3.76E-02	Robust
chr10	68938192	68938459	EH38E2905285	dELS	-1.0432	3.76E-02	Robust
chr4	4061361	4061610	EH38E4325181	CA	-0.9643	3.76E-02	Robust
chr1	51661861	51662078	EH38E1347103	dELS	-0.9696	3.76E-02	Robust
chr12	68169434	68169585	EH38E3025547	dELS	-0.8711	3.76E-02	Robust
chr16	57057969	57058238	EH38E3182896	pELS	-1.0330	3.76E-02	Robust
chr2	39659239	39659410	EH38E4212915	dELS	-1.0330	3.76E-02	Robust
chr17	37096180	37096381	EH38E1859321	dELS	-0.8185	3.76E-02	Robust
chrX	63724188	63724428	EH38E3935665	CA-H3K4me3	-1.0576	3.76E-02	Robust
chr14	26356224	26356488	EH38E1704596	dELS	-0.9429	3.77E-02	Robust
chr1	171476705	171476882	EH38E1397143	dELS	-0.8333	3.77E-02	Robust
chr14	87581398	87581633	EH38E4112575	TF	-0.9762	3.77E-02	Robust
chr11	93587415	93587698	EH38E2978923	pELS	-0.9607	3.77E-02	Robust
chr12	123113742	123113983	EH38E3047976	dELS	-0.9508	3.77E-02	Robust
chr15	93459449	93459797	EH38E3156224	dELS	-1.0536	3.77E-02	Robust
chr12	56166891	56167047	EH38E4064761	dELS	-0.9584	3.77E-02	Robust
chr3	58724381	58724728	EH38E2206554	dELS	-1.0551	3.77E-02	Robust
chr7	101006292	101006497	EH38E4445202	CA-CTCF	-0.8558	3.77E-02	Robust
chr2	222559089	222559254	EH38E4248251	CA	-0.8672	3.77E-02	Robust
chr1	43854593	43854787	EH38E2807667	dELS	-0.9165	3.77E-02	Robust
chr21	35236114	35236428	EH38E3456810	dELS	-1.0534	3.78E-02	Robust
chr5	66688236	66688399	EH38E2378490	dELS	-0.8907	3.78E-02	Robust
chr5	149292136	149292343	EH38E3669442	dELS	-1.0114	3.78E-02	Robust
chr7	70855468	70855701	EH38E3778579	CA-CTCF	-1.0114	3.78E-02	Robust
chr12	131765630	131765882	EH38E3052281	dELS	-1.0356	3.78E-02	Robust
chr4	941592	941815	EH38E4324092	CA	-1.0529	3.78E-02	Robust
chr6	40183916	40184255	EH38E3706912	dELS	-1.0529	3.78E-02	Robust
chr1	51465157	51465360	EH38E1346933	dELS	-0.9884	3.78E-02	Robust
chr3	124626703	124626863	EH38E2233749	dELS	-0.9081	3.78E-02	Robust
chr2	127791197	127791394	EH38E3370669	dELS	-0.8518	3.79E-02	Robust
chr19	8001187	8001481	EH38E3288011	pELS	-1.0545	3.79E-02	Robust
chr10	102347243	102347593	EH38E1494932	dELS	-1.0568	3.79E-02	Robust
chr15	27084954	27085170	EH38E4118079	CA	-0.8424	3.79E-02	Robust
chr17	70134121	70134358	EH38E3240199	dELS	-0.9720	3.79E-02	Robust
chr9	85345016	85345235	EH38E4499479	CA	-1.0385	3.79E-02	Robust
chr5	40799423	40799582	EH38E3634147	pELS	-1.0245	3.79E-02	Robust
chr2	192191672	192191882	EH38E3391474	dELS	-0.9637	3.79E-02	Robust
chr7	6890397	6890670	EH38E4428135	CA-CTCF	-1.0549	3.80E-02	Robust
chr3	151144860	151145060	EH38E2248475	dELS	-0.9687	3.80E-02	Robust
chr21	43619803	43620143	EH38E3461781	dELS	-1.0520	3.80E-02	Robust
chr21	44492994	44493344	EH38E4275873	TF	-1.0520	3.80E-02	Robust
chr3	86108939	86109281	EH38E2218356	dELS	-1.0520	3.80E-02	Robust
chr6	4242617	4242962	EH38E3687403	dELS	-1.0520	3.80E-02	Robust
chr7	37074387	37074737	EH38E2548947	dELS	-1.0520	3.80E-02	Robust
chrX	31543679	31544029	EH38E2748652	dELS	-1.0520	3.80E-02	Robust
chrX	118519433	118519753	EH38E3942672	dELS	-1.0520	3.80E-02	Robust
chr11	21249176	21249345	EH38E2949121	dELS	-1.0169	3.80E-02	Robust
chr1	33322204	33322422	EH38E2801743	pELS	-0.9577	3.80E-02	Robust
chr4	175769526	175769697	EH38E3616674	dELS	-1.0442	3.80E-02	Robust
chr6	138250128	138250388	EH38E3735848	dELS	-1.0563	3.80E-02	Robust
chr12	130108825	130109142	EH38E4080654	TF	-0.9921	3.80E-02	Robust
chr2	32446494	32446644	EH38E1985984	dELS	-1.0519	3.80E-02	Robust
chr1	23123637	23123869	EH38E1327544	dELS	-1.0351	3.80E-02	Robust
chr3	184496304	184496576	EH38E3558098	dELS	-0.8881	3.80E-02	Robust
chr7	26588578	26588858	EH38E2542208	dELS	-0.9089	3.80E-02	Robust
chr17	13994114	13994395	EH38E3210113	dELS	-1.0225	3.81E-02	Robust
chr5	147880545	147880861	EH38E3668847	pELS	-1.0225	3.81E-02	Robust
chr5	133662657	133662991	EH38E2409417	dELS	-1.0134	3.81E-02	Robust
chr4	78781036	78781202	EH38E2306337	dELS	-0.9242	3.81E-02	Robust
chr6	131298856	131299085	EH38E3732790	dELS	-0.9900	3.81E-02	Robust
chr2	172027043	172027244	EH38E3384474	dELS	-0.9256	3.81E-02	Robust
chr10	96305068	96305328	EH38E1491004	pELS	-0.9639	3.81E-02	Robust
chr8	84492924	84493169	EH38E3842928	dELS	-0.9869	3.81E-02	Robust
chr10	120618957	120619149	EH38E4023218	CA	-0.8501	3.81E-02	Robust
chr2	188666650	188666809	EH38E2059708	dELS	-0.9313	3.82E-02	Robust
chr7	22126360	22126515	EH38E3761343	dELS	-0.8241	3.82E-02	Robust
chr14	60177217	60177393	EH38E1718656	dELS	-0.9817	3.82E-02	Robust
chr1	39791548	39791844	EH38E2805033	CA-H3K4me3	-0.9817	3.82E-02	Robust
chr4	110025092	110025330	EH38E3599703	dELS	-0.9852	3.82E-02	Robust
chr20	37436973	37437193	EH38E4261008	dELS	-1.0472	3.83E-02	Robust
chr1	11432025	11432300	EH38E1318864	dELS	-1.0437	3.83E-02	Robust
chr3	742208	742549	EH38E2173697	CA-H3K4me3	-1.0437	3.83E-02	Robust
chr4	26682473	26682809	EH38E4330174	CA	-1.0437	3.83E-02	Robust
chr3	113957420	113957620	EH38E4307793	CA-CTCF	-0.8614	3.83E-02	Robust
chr19	13463349	13463656	EH38E4193477	dELS	-1.0536	3.83E-02	Robust
chr4	84873908	84874255	EH38E3592838	dELS	-1.0536	3.83E-02	Robust
chr9	75544953	75545144	EH38E3886548	dELS	-1.0536	3.83E-02	Robust
chr8	22870565	22870719	EH38E3822750	CA-CTCF	-0.7497	3.83E-02	Robust
chr16	80882964	80883129	EH38E1830958	dELS	-1.0417	3.83E-02	Robust
chr2	132793547	132793891	EH38E4230995	CA	-1.0417	3.83E-02	Robust
chr4	36179601	36179769	EH38E4331838	dELS	-1.0550	3.83E-02	Robust
chr1	37924468	37924717	EH38E2803928	dELS	-1.0535	3.83E-02	Robust
chr1	154076533	154076715	EH38E3979962	TF	-1.0415	3.83E-02	Robust
chr7	55583339	55583562	EH38E3775830	dELS	-1.0415	3.83E-02	Robust
chr16	85629952	85630118	EH38E4151325	dELS	-0.8023	3.83E-02	Robust
chr1	160999514	160999674	EH38E2843433	dELS	-0.7571	3.84E-02	Robust
chr3	189104430	189104631	EH38E3560654	dELS	-0.8953	3.84E-02	Robust
chr11	20933121	20933471	EH38E4031525	CA	-1.0196	3.84E-02	Robust
chr13	38880417	38880739	EH38E3061497	dELS	-0.9795	3.84E-02	Robust
chr7	56327728	56327966	EH38E4437536	TF	-0.9795	3.84E-02	Robust
chr1	80706541	80706886	EH38E3970868	CA	-1.0527	3.84E-02	Robust
chr5	31165824	31166016	EH38E3630352	CA-H3K4me3	-1.0136	3.84E-02	Robust
chr1	93965302	93965614	EH38E2825504	dELS	-1.0484	3.84E-02	Robust
chr10	110523825	110523995	EH38E4020986	dELS	-0.8241	3.84E-02	Robust
chr9	87595738	87595892	EH38E2704194	dELS	-1.0145	3.84E-02	Robust
chr14	54935196	54935427	EH38E4106458	CA-TF	-0.9632	3.85E-02	Robust
chr2	86046662	86046825	EH38E2014385	dELS	-1.0349	3.85E-02	Robust
chr13	27643436	27643623	EH38E1662719	dELS	-0.9772	3.85E-02	Robust
chr17	33832337	33832648	EH38E4159884	CA-TF	-1.0481	3.85E-02	Robust
chr3	181549298	181549648	EH38E2262549	dELS	-1.0481	3.85E-02	Robust
chr2	129617085	129617425	EH38E4230362	CA	-1.0538	3.85E-02	Robust
chr5	57642881	57643082	EH38E4368409	TF	-1.0538	3.85E-02	Robust
chr12	94202441	94202791	EH38E1634091	dELS	-1.0278	3.85E-02	Robust
chr17	81672162	81672391	EH38E4173737	TF	-0.8904	3.85E-02	Robust
chr1	217469936	217470186	EH38E2866378	CA-CTCF	-1.0503	3.85E-02	Robust
chr8	48447881	48448120	EH38E3832529	dELS	-1.0503	3.85E-02	Robust
chr19	29700588	29700833	EH38E1947817	dELS	-0.8377	3.85E-02	Robust
chr4	68132980	68133280	EH38E3587454	CA-H3K4me3	-0.8393	3.85E-02	Robust
chr15	52128292	52128532	EH38E4122527	CA	-1.0345	3.85E-02	Robust
chr21	24113917	24114087	EH38E3452526	pELS	-1.0345	3.85E-02	Robust
chr4	181013439	181013667	EH38E3617641	CA-CTCF	-1.0345	3.85E-02	Robust
chr9	32187703	32187888	EH38E3879711	dELS	-0.9740	3.85E-02	Robust
chr1	157700372	157700613	EH38E3980862	pELS	-1.0073	3.86E-02	Robust
chr9	97895305	97895499	EH38E3896645	dELS	-0.8878	3.86E-02	Robust
chr12	45259033	45259263	EH38E1607224	dELS	-1.0072	3.86E-02	Robust
chr22	41921725	41922035	EH38E3484022	pELS	-1.0289	3.86E-02	Robust
chr2	203756285	203756442	EH38E3395070	CA-CTCF	-0.8818	3.87E-02	Robust
chr12	32851450	32851642	EH38E4060507	dELS	-1.0168	3.87E-02	Robust
chr1	203664497	203664809	EH38E3989429	dELS	-1.0486	3.87E-02	Robust
chr7	35283475	35283661	EH38E2547756	dELS	-0.9049	3.87E-02	Robust
chr14	32658097	32658310	EH38E3089744	dELS	-1.0467	3.87E-02	Robust
chr17	38321059	38321264	EH38E4160845	TF	-0.8587	3.87E-02	Robust
chr20	33099378	33099546	EH38E4259734	CA-CTCF	-0.7617	3.87E-02	Robust
chr2	6673043	6673244	EH38E4205248	dELS	-0.9365	3.87E-02	Robust
chr3	9879865	9880147	EH38E3494587	pELS	-0.9322	3.87E-02	Robust
chr17	36703845	36704194	EH38E4160548	dELS	-0.9999	3.88E-02	Robust
chr20	43444229	43444385	EH38E4262432	CA-H3K4me3	-0.8419	3.88E-02	Robust
chr6	42732120	42732348	EH38E4402001	CA-TF	-1.0463	3.88E-02	Robust
chr2	132495597	132495759	EH38E4230916	dELS	-0.9104	3.88E-02	Robust
chr16	31199575	31199886	EH38E3177588	dELS	-0.9882	3.88E-02	Robust
chr2	181400066	181400275	EH38E3388242	dELS	-1.0330	3.88E-02	Robust
chr1	107777320	107777667	EH38E1373803	dELS	-1.0181	3.88E-02	Robust
chr11	30321370	30321679	EH38E2950975	pELS	-1.0181	3.88E-02	Robust
chr12	49519475	49519788	EH38E1610179	dELS	-1.0181	3.88E-02	Robust
chr7	77900970	77901312	EH38E3781878	dELS	-1.0181	3.88E-02	Robust
chr3	151092664	151092989	EH38E3547239	CA-H3K4me3	-1.0138	3.88E-02	Robust
chr3	32973942	32974292	EH38E2190517	dELS	-1.0404	3.88E-02	Robust
chr1	89734537	89734739	EH38E2823783	CA-CTCF	-0.8404	3.88E-02	Robust
chr3	158834361	158834549	EH38E3550065	CA-H3K4me3	-0.8001	3.88E-02	Robust
chr5	102506350	102506608	EH38E3651571	CA-CTCF	-1.0069	3.89E-02	Robust
chr8	132979527	132979736	EH38E3861648	dELS	-1.0069	3.89E-02	Robust
chr6	46713721	46713950	EH38E2470875	dELS	-0.9123	3.89E-02	Robust
chr14	23822928	23823110	EH38E4100875	CA-CTCF	-0.9393	3.89E-02	Robust
chr18	51025135	51025404	EH38E3269102	dELS	-0.8345	3.89E-02	Robust
chr12	57437469	57437716	EH38E3021379	dELS	-1.0068	3.89E-02	Robust
chr2	82042614	82042896	EH38E4221359	CA	-1.0140	3.89E-02	Robust
chr17	20171786	20172131	EH38E3213750	dELS	-1.0225	3.89E-02	Robust
chr2	179584785	179585021	EH38E3387742	pELS	-0.8995	3.89E-02	Robust
chr2	182716676	182716967	EH38E3388661	pELS	-1.0487	3.89E-02	Robust
chr3	179929599	179929800	EH38E3556226	dELS	-0.9275	3.89E-02	Robust
chr14	24513037	24513347	EH38E4101109	dELS	-1.0317	3.89E-02	Robust
chr4	128761905	128762224	EH38E4347151	CA	-1.0317	3.89E-02	Robust
chr7	2547287	2547476	EH38E3754197	dELS	-0.8212	3.89E-02	Robust
chr2	241166359	241166613	EH38E4252611	CA	-0.8561	3.90E-02	Robust
chr5	141754145	141754431	EH38E3666246	dELS	-1.0208	3.90E-02	Robust
chr6	18160156	18160355	EH38E4395989	dELS	-1.0344	3.90E-02	Robust
chr16	84352212	84352469	EH38E3195087	dELS	-1.0242	3.90E-02	Robust
chr21	40152479	40152828	EH38E3459312	dELS	-1.0242	3.90E-02	Robust
chr15	86878272	86878475	EH38E4129671	CA	-0.8205	3.90E-02	Robust
chr1	18271459	18271609	EH38E3956476	TF	-0.8680	3.90E-02	Robust
chr11	31948492	31948814	EH38E2951462	dELS	-1.0471	3.91E-02	Robust
chr4	42854756	42855091	EH38E4333010	CA	-1.0471	3.91E-02	Robust
chr19	11369662	11369982	EH38E4192930	CA-CTCF	-1.0321	3.91E-02	Robust
chr16	17566116	17566451	EH38E1805316	dELS	-1.0376	3.91E-02	Robust
chr2	206105641	206105830	EH38E2068892	dELS	-0.9852	3.91E-02	Robust
chr6	161462211	161462430	EH38E2521902	dELS	-0.9852	3.91E-02	Robust
chr3	129265838	129265989	EH38E2237180	dELS	-0.9543	3.91E-02	Robust
chr5	111400444	111400604	EH38E3653774	dELS	-0.9291	3.91E-02	Robust
chr15	80995838	80996067	EH38E1782207	CA-CTCF	-0.7551	3.91E-02	Robust
chr11	3991408	3991655	EH38E1516580	dELS	-1.0374	3.91E-02	Robust
chr14	40123832	40124182	EH38E1710439	dELS	-1.0374	3.91E-02	Robust
chr17	46263530	46263717	EH38E3227170	dELS	-1.0374	3.91E-02	Robust
chr4	122832268	122832585	EH38E4346042	TF	-0.9899	3.91E-02	Robust
chr2	67994181	67994363	EH38E4218417	TF	-1.0178	3.91E-02	Robust
chr19	32929591	32929782	EH38E3300971	dELS	-0.9329	3.92E-02	Robust
chr18	23996436	23996597	EH38E3260469	dELS	-1.0285	3.92E-02	Robust
chr4	71261087	71261302	EH38E2302452	dELS	-1.0285	3.92E-02	Robust
chr1	99696608	99696958	EH38E3974406	TF	-1.0350	3.92E-02	Robust
chr12	103652827	103653167	EH38E3036781	dELS	-1.0350	3.92E-02	Robust
chr15	64477459	64477632	EH38E3139735	dELS	-1.0350	3.92E-02	Robust
chr9	3032932	3033280	EH38E4489405	dELS	-1.0350	3.92E-02	Robust
chrX	133090853	133091151	EH38E2769274	dELS	-1.0350	3.92E-02	Robust
chr13	51016093	51016323	EH38E4087534	CA-CTCF	-0.9653	3.92E-02	Robust
chr5	147193332	147193603	EH38E3668608	dELS	-0.9653	3.92E-02	Robust
chr15	69470894	69471204	EH38E3143047	dELS	-1.0148	3.92E-02	Robust
chr6	15423771	15424014	EH38E3693022	dELS	-0.9776	3.92E-02	Robust
chr19	31121670	31121884	EH38E3300306	dELS	-0.8642	3.92E-02	Robust
chr8	123625311	123625542	EH38E3855885	dELS	-0.9933	3.92E-02	Robust
chr4	27142386	27142657	EH38E2288334	dELS	-1.0418	3.92E-02	Robust
chr6	126220967	126221150	EH38E4416374	TF	-0.8624	3.93E-02	Robust
chr13	40204276	40204521	EH38E3061987	dELS	-0.9191	3.93E-02	Robust
chr11	34211438	34211689	EH38E4033963	CA-TF	-1.0494	3.93E-02	Robust
chr2	50539930	50540258	EH38E1997297	dELS	-1.0494	3.93E-02	Robust
chr15	69314206	69314512	EH38E1773849	PLS	-1.0450	3.93E-02	Robust
chr5	54552896	54553143	EH38E3636556	dELS	-1.0491	3.93E-02	Robust
chr5	18943907	18944090	EH38E4362508	CA	-0.9945	3.93E-02	Robust
chr21	7949410	7949570	EH38E2130255	dELS	-0.7528	3.93E-02	Robust
chr1	86863649	86863999	EH38E3972039	TF	-0.8984	3.93E-02	Robust
chr11	10019203	10019510	EH38E1519669	dELS	-0.8984	3.93E-02	Robust
chr3	107428565	107428749	EH38E2224867	dELS	-0.8984	3.93E-02	Robust
chr3	141558397	141558561	EH38E3544003	dELS	-0.8984	3.93E-02	Robust
chrX	9122556	9122881	EH38E2741119	dELS	-0.8984	3.93E-02	Robust
chrX	50751112	50751460	EH38E3934462	dELS	-1.0449	3.93E-02	Robust
chrX	136825793	136826133	EH38E3946433	CA-CTCF	-1.0449	3.93E-02	Robust
chr9	71951249	71951581	EH38E2696536	dELS	-1.0338	3.94E-02	Robust
chr7	14324815	14325044	EH38E4429438	CA	-1.0040	3.94E-02	Robust
chr2	179191198	179191494	EH38E4240211	CA-TF	-0.9256	3.94E-02	Robust
chr17	22321108	22321388	EH38E4158174	TF	-1.0104	3.94E-02	Robust
chr3	99562278	99562480	EH38E3527575	dELS	-1.0104	3.94E-02	Robust
chr14	84859593	84859794	EH38E4112085	CA-H3K4me3	-0.9959	3.94E-02	Robust
chr21	32159720	32159921	EH38E4273152	CA-CTCF	-0.9537	3.94E-02	Robust
chr3	18064629	18064933	EH38E4290513	CA	-1.0370	3.94E-02	Robust
chr11	6417752	6417943	EH38E2942254	pELS	-0.9914	3.94E-02	Robust
chr4	107691471	107691672	EH38E2318406	dELS	-0.8526	3.94E-02	Robust
chr7	45366696	45366871	EH38E4435582	dELS	-0.9913	3.94E-02	Robust
chr10	52455156	52455506	EH38E1468356	PLS	-1.0335	3.94E-02	Robust
chr14	93591014	93591344	EH38E4113754	CA	-1.0335	3.94E-02	Robust
chr3	154875963	154876114	EH38E3548565	dELS	-0.8807	3.95E-02	Robust
chr8	56200537	56200757	EH38E3834696	dELS	-0.8235	3.95E-02	Robust
chr19	10004723	10004985	EH38E1937906	dELS	-0.9143	3.95E-02	Robust
chr7	74453785	74454079	EH38E3780209	PLS	-0.8929	3.95E-02	Robust
chr14	35332168	35332512	EH38E1708451	dELS	-0.9780	3.96E-02	Robust
chr2	203397689	203397890	EH38E2067194	CA-CTCF	-0.9242	3.96E-02	Robust
chr3	155216109	155216259	EH38E4315640	TF	-0.9297	3.96E-02	Robust
chr18	63309569	63309726	EH38E3273538	dELS	-0.9779	3.96E-02	Robust
chr2	126194281	126194497	EH38E4229518	CA	-0.9779	3.96E-02	Robust
chr1	218815134	218815429	EH38E3992823	CA	-1.0396	3.96E-02	Robust
chr1	39699497	39699753	EH38E3962443	CA-CTCF	-1.0396	3.96E-02	Robust
chr17	2747992	2748212	EH38E3203905	PLS	-1.0396	3.96E-02	Robust
chr8	136252253	136252482	EH38E2671557	CA-CTCF	-0.9466	3.96E-02	Robust
chr6	156597252	156597436	EH38E3742940	CA-CTCF	-0.8804	3.96E-02	Robust
chr15	42601317	42601658	EH38E3130818	dELS	-0.9962	3.96E-02	Robust
chr2	27568261	27568485	EH38E3333072	dELS	-0.8591	3.97E-02	Robust
chr4	95002118	95002301	EH38E2313544	CA-CTCF	-0.8412	3.97E-02	Robust
chr11	11182411	11182570	EH38E2944659	CA-CTCF	-0.7338	3.97E-02	Robust
chr3	58552430	58552665	EH38E3517817	dELS	-0.9586	3.97E-02	Robust
chr8	107977269	107977457	EH38E3851104	CA-CTCF	-0.9305	3.97E-02	Robust
chr7	111866901	111867061	EH38E2581932	dELS	-0.8653	3.97E-02	Robust
chr5	119747	120076	EH38E4357983	TF	-0.9959	3.97E-02	Robust
chr8	125704302	125704648	EH38E3857313	dELS	-1.0176	3.97E-02	Robust
chr14	92109566	92109822	EH38E0351031	dELS	-0.9639	3.97E-02	Robust
chr1	183742458	183742644	EH38E1404175	dELS	-0.8738	3.98E-02	Robust
chrX	45959939	45960219	EH38E4519528	CA	-0.8549	3.98E-02	Robust
chr5	80077291	80077600	EH38E2385892	dELS	-1.0177	3.98E-02	Robust
chr8	12893668	12893853	EH38E3818541	dELS	-0.9047	3.98E-02	Robust
chr11	108213865	108214080	EH38E1567610	dELS	-0.9829	3.98E-02	Robust
chr4	150009598	150009822	EH38E2334960	dELS	-0.9829	3.98E-02	Robust
chr15	58435220	58435418	EH38E3136561	dELS	-0.9059	3.98E-02	Robust
chr4	87343798	87344094	EH38E4339986	pELS	-1.0243	3.98E-02	Robust
chr5	65585293	65585521	EH38E2377923	dELS	-0.9038	3.98E-02	Robust
chr17	81619561	81619714	EH38E3250739	dELS	-1.0346	3.98E-02	Robust
chr20	43679071	43679296	EH38E3433760	dELS	-0.9114	3.98E-02	Robust
chr17	32526076	32526235	EH38E3218151	dELS	-0.7979	3.98E-02	Robust
chr6	160983491	160983641	EH38E4423372	dELS	-0.8430	3.98E-02	Robust
chr14	64659425	64659705	EH38E1721274	dELS	-0.8942	3.98E-02	Robust
chr9	121541495	121541723	EH38E3905980	dELS	-0.9112	3.98E-02	Robust
